Date,HomeTeam,HomeForm,AwayTeam,AwayForm,HomeScore,AwayScore,HomeOdds,DrawOdds,AwayOdds
2023-07-03,Universitario,,Alianza Atlético,,2,0,1.26,4.55,5.99
2023-07-04,Sport Boys,,Academia Cantolao,,0,1,1.47,3.90,5.50
2023-07-07,Academia Cantolao,,Universitario,,1,4,8.00,4.33,1.36
2023-07-07,Melgar,,Atlético Grau,,3,0,1.40,4.20,7.50
2023-07-08,Alianza Atlético,,César Vallejo,,1,0,2.17,3.20,3.05
2023-07-08,Alianza Lima,,Sporting Cristal,,0,0,1.94,3.25,2.97
2023-07-08,Cienciano,,UTC Cajamarca,,2,2,1.91,3.31,3.00
2023-07-09,Carlos Manucci,,Deportivo Municipal,,0,0,1.29,5.20,9.60
2023-07-09,Deportivo Binacional,,Deportivo Garcilaso,,1,5,1.97,3.35,2.84
2023-07-09,Sport Huancayo,,Real Garcilaso,,3,1,1.73,3.32,3.83
2023-07-09,Unión Comercio,,Sport Boys,,0,1,2.00,3.25,3.25
2023-07-10,Sport Huancayo,,Real Garcilaso,,3,1,1.73,3.32,3.83
2023-07-14,UTC Cajamarca,,Alianza Atlético,,1,0,1.77,3.50,4.00
2023-07-14,Universitario,,Unión Comercio,,2,0,1.18,5.95,11.00
2023-07-15,César Vallejo,,Academia Cantolao,,2,1,1.30,4.60,8.50
2023-07-15,Deportivo Garcilaso,,ADT,,1,2,1.61,4.10,4.89
2023-07-15,Sporting Cristal,,Carlos Manucci,,3,2,1.18,6.00,9.50
2023-07-16,Atlético Grau,,Deportivo Binacional,,2,1,1.33,5.25,8.70
2023-07-16,Real Garcilaso,,Cienciano,,0,0,2.18,3.35,2.63
2023-07-16,Sport Boys,,Alianza Lima,,1,0,8.50,4.75,1.29
2023-07-17,Deportivo Municipal,,Melgar,,0,1,4.33,3.56,1.83
2023-07-21,Cienciano,,Sport Huancayo,,1,0,2.15,3.10,2.95
2023-07-21,Unión Comercio,,César Vallejo,,1,4,2.58,3.38,2.68
2023-07-22,Alianza Atlético,,Real Garcilaso,,2,0,2.02,3.09,3.11
2023-07-22,Alianza Lima,,Universitario,,0,0,1.92,3.20,3.45
2023-07-23,Academia Cantolao,,UTC Cajamarca,,2,0,2.40,3.20,2.73
2023-07-23,Carlos Manucci,,Sport Boys,,0,1,2.25,3.10,2.90
2023-07-23,Melgar,,Sporting Cristal,,1,1,2.10,3.40,3.10
2023-07-23,ADT,,Atlético Grau,,1,0,1.70,3.60,4.33
2023-07-24,Deportivo Binacional,,Deportivo Municipal,,4,1,1.50,4.20,6.00
2023-07-27,Sporting Cristal,,Deportivo Binacional,,5,0,1.21,7.35,10.34
2023-07-28,Real Garcilaso,,Academia Cantolao,,3,0,1.23,4.77,8.74
2023-07-29,César Vallejo,,Alianza Lima,,1,1,3.30,3.10,2.15
2023-07-29,UTC Cajamarca,,Unión Comercio,,1,1,1.47,4.05,5.20
2023-07-30,Atlético Grau,,Deportivo Garcilaso,,1,1,1.82,3.14,3.43
2023-07-31,Sport Boys,,Melgar,,0,2,3.30,3.30,2.00
2023-07-31,Sport Huancayo,,Alianza Atlético,,2,0,1.32,4.60,5.40
2023-07-31,Universitario,,Carlos Manucci,,3,0,1.23,5.56,9.44
2023-08-01,Deportivo Municipal,,ADT,,1,2,2.25,3.30,3.15
2023-08-04,Unión Comercio,,Real Garcilaso,,2,1,2.24,3.07,3.22
2023-08-05,Alianza Lima,,UTC Cajamarca,,1,0,1.30,4.70,9.00
2023-08-05,Deportivo Binacional,,Sport Boys,,4,0,1.55,4.15,4.15
2023-08-06,ADT,,Sporting Cristal,,1,1,2.45,3.20,2.67
2023-08-06,Alianza Atlético,,Cienciano,,2,0,2.25,3.10,3.10
2023-08-06,Carlos Manucci,,César Vallejo,,2,1,2.75,3.10,2.39
2023-08-06,Melgar,,Universitario,,0,1,2.05,3.10,3.51
2023-08-07,Academia Cantolao,,Sport Huancayo,,1,1,3.55,3.10,1.62
2023-08-07,Deportivo Garcilaso,,Deportivo Municipal,,5,2,1.28,5.00,8.00
2023-08-11,César Vallejo,,Melgar,,1,2,2.45,3.10,2.50
2023-08-11,Sport Huancayo,,Unión Comercio,,1,1,1.29,5.25,10.00
2023-08-11,UTC Cajamarca,,Carlos Manucci,,2,0,1.68,3.80,4.85
2023-08-12,Cienciano,,Academia Cantolao,,1,0,1.24,4.84,5.80
2023-08-12,Sport Boys,,ADT,,1,1,3.00,2.37,2.47
2023-08-12,Universitario,,Deportivo Binacional,,1,0,1.17,6.90,15.00
2023-08-13,Real Garcilaso,,Alianza Lima,,1,1,2.88,3.10,2.13
2023-08-13,Sporting Cristal,,Deportivo Garcilaso,,3,0,1.36,4.45,6.30
2023-08-14,Deportivo Municipal,,Atlético Grau,,0,0,2.11,3.00,2.83
2023-08-15,Academia Cantolao,,Alianza Atlético,,1,0,2.45,3.25,2.65
2023-08-15,Melgar,,UTC Cajamarca,,1,1,1.25,5.03,5.42
2023-08-15,Unión Comercio,,Cienciano,,2,0,2.40,3.25,2.65
2023-08-16,ADT,,Universitario,,2,0,3.20,3.25,2.25
2023-08-16,Alianza Lima,,Sport Huancayo,,1,0,1.51,3.80,5.50
2023-08-16,Carlos Manucci,,Real Garcilaso,,0,1,2.03,3.18,3.21
2023-08-16,Deportivo Garcilaso,,Sport Boys,,3,0,1.33,4.75,8.55
2023-08-17,Deportivo Binacional,,César Vallejo,,1,0,2.00,3.05,3.65
2023-08-17,Atlético Grau,,Sporting Cristal,,2,3,2.75,3.05,2.40
2023-08-19,Alianza Atlético,,Unión Comercio,,2,2,1.87,3.40,3.76
2023-08-19,Real Garcilaso,,Melgar,,1,1,2.91,3.31,2.11
2023-08-19,Sport Huancayo,,Carlos Manucci,,3,1,1.57,3.70,5.33
2023-08-19,Universitario,,Deportivo Garcilaso,,1,1,1.27,5.00,8.35
2023-08-20,Cienciano,,Alianza Lima,,0,1,2.29,3.30,2.64
2023-08-20,Sporting Cristal,,Deportivo Municipal,,1,1,1.18,5.49,9.08
2023-08-21,César Vallejo,,ADT,,1,1,1.96,3.20,2.98
2023-08-21,Sport Boys,,Atlético Grau,,1,1,2.05,3.10,3.10
2023-08-21,UTC Cajamarca,,Deportivo Binacional,,3,2,1.73,3.50,4.20
2023-08-26,Carlos Manucci,,Cienciano,,2,0,2.15,3.15,3.10
2023-08-26,Deportivo Binacional,,Real Garcilaso,,2,0,1.80,3.60,4.00
2023-08-26,Unión Comercio,,Academia Cantolao,,2,1,1.60,3.70,5.00
2023-09-01,Atlético Grau,,UTC Cajamarca,,4,2,1.53,4.00,5.75
2023-09-01,Carlos Manucci,,Academia Cantolao,,1,2,1.53,3.75,5.50
2023-09-01,Melgar,,Alianza Atlético,,4,0,1.25,5.50,10.00
2023-09-02,Deportivo Binacional,,Cienciano,,2,2,1.91,3.50,3.80
2023-09-03,Deportivo Municipal,,César Vallejo,,0,3,2.90,3.75,2.15
2023-09-04,César Vallejo,,Atlético Grau,,5,0,1.71,3.33,4.45
2023-09-09,Academia Cantolao,,Alianza Lima,,0,2,7.80,4.65,1.36
2023-09-09,Cienciano,,Melgar,,0,1,2.38,3.35,2.82
2023-09-10,Sport Boys,,Sporting Cristal,,1,1,3.80,4.60,1.70
2023-09-10,Universitario,,Deportivo Municipal,,1,0,1.23,5.85,10.50
2023-09-16,Deportivo Garcilaso,,Real Garcilaso,,2,1,1.91,3.60,3.50
2023-09-16,Sporting Cristal,,Universitario,,0,0,2.20,3.50,3.00
2023-09-17,ADT,,Sport Huancayo,,2,1,2.10,3.14,3.43
2023-09-17,Alianza Lima,,Unión Comercio,,3,1,1.22,6.00,11.00
2023-09-19,Academia Cantolao,,Melgar,,0,1,6.53,4.18,1.37
2023-09-19,Alianza Atlético,,Deportivo Binacional,,1,0,1.62,3.56,4.52
2023-09-20,Cienciano,,ADT,,2,2,1.83,3.28,3.85
2023-09-20,Unión Comercio,,Carlos Manucci,,0,0,1.97,3.20,3.47
2023-09-20,UTC Cajamarca,,Deportivo Municipal,,5,1,1.37,4.06,6.05
2023-09-20,Universitario,,Sport Boys,,3,0,1.24,4.88,9.95
2023-09-21,César Vallejo,,Sporting Cristal,,0,1,2.88,3.10,2.27
2023-09-21,Real Garcilaso,,Atlético Grau,,0,0,1.65,3.55,4.50
2023-09-21,Sport Huancayo,,Deportivo Garcilaso,,2,1,1.75,3.43,4.03
2023-09-23,Deportivo Binacional,,Academia Cantolao,,1,0,1.50,3.10,5.13
2023-09-24,ADT,,Alianza Atlético,,1,0,1.51,3.52,5.13
2023-09-24,Carlos Manucci,,Alianza Lima,,1,2,3.97,3.26,1.72
2023-09-24,Deportivo Garcilaso,,Cienciano,,0,3,2.00,3.27,3.00
2023-09-24,Melgar,,Unión Comercio,,3,1,1.24,4.38,9.59
2023-09-24,Sport Boys,,César Vallejo,,0,2,2.62,2.99,2.36
2023-09-25,Deportivo Municipal,,Real Garcilaso,,2,0,3.16,2.99,2.04
2023-09-25,Atlético Grau,,Sport Huancayo,,0,0,1.67,3.26,4.24
2023-09-25,Sporting Cristal,,UTC Cajamarca,,1,1,1.30,4.11,7.74
2023-10-01,Academia Cantolao,,ADT,,0,1,4.47,3.62,1.64
2023-10-02,Universitario,,UTC Cajamarca,,3,0,1.50,3.50,6.50
2023-10-03,Deportivo Binacional,,Alianza Lima,,1,2,2.35,3.35,2.95
2023-10-03,Melgar,,Carlos Manucci,,2,1,1.11,7.00,23.00
2023-10-03,Sport Boys,,Real Garcilaso,,2,1,2.20,3.20,3.20
2023-10-03,Sporting Cristal,,Sport Huancayo,,2,0,1.57,4.00,5.00
2023-10-07,Deportivo Garcilaso,,Academia Cantolao,,0,0,1.29,5.00,10.00
2023-10-07,Deportivo Municipal,,Cienciano,,4,1,3.75,3.25,2.00
2023-10-08,ADT,,Unión Comercio,,3,0,1.40,4.00,8.00
2023-10-08,Atlético Grau,,Alianza Atlético,,1,1,1.80,3.20,4.50
2023-10-20,UTC Cajamarca,,César Vallejo,,1,1,2.15,3.40,3.10
2023-10-21,Alianza Lima,,ADT,,0,0,1.45,3.80,7.00
2023-10-21,Alianza Atlético,,Deportivo Municipal,,1,2,1.44,4.75,5.75
2023-10-21,Real Garcilaso,,Universitario,,1,1,2.80,3.10,2.40
2023-10-22,Carlos Manucci,,Deportivo Binacional,,3,2,1.85,3.20,4.20
2023-10-22,Cienciano,,Sporting Cristal,,1,0,2.50,3.10,2.80
2023-10-22,Sport Huancayo,,Sport Boys,,1,0,1.60,4.00,4.75
2023-10-22,Unión Comercio,,Deportivo Garcilaso,,1,2,2.00,3.30,3.30
2023-10-23,Academia Cantolao,,Atlético Grau,,0,4,2.90,3.60,2.10
2023-10-28,César Vallejo,,Real Garcilaso,,3,1,2.13,3.23,3.44
2023-10-28,Deportivo Municipal,,Academia Cantolao,,1,2,1.34,5.01,7.37
2023-10-28,Sport Boys,,Cienciano,,2,1,2.37,3.35,2.57
2023-10-29,ADT,,Carlos Manucci,,0,0,1.67,3.40,4.60
2023-10-29,Atlético Grau,,Unión Comercio,,0,1,1.85,3.50,3.55
2023-10-29,Deportivo Binacional,,Melgar,,1,2,2.63,3.15,2.42
2023-10-29,Deportivo Garcilaso,,Alianza Lima,,0,1,2.57,3.15,2.48
2023-10-29,Sporting Cristal,,Alianza Atlético,,3,0,1.30,4.62,8.00
2023-10-29,Universitario,,Sport Huancayo,,2,0,1.29,4.57,8.45
2023-11-04,Universitario,,Alianza Lima,,1,1,2.10,3.30,3.50
2023-11-08,Alianza Lima,,Universitario,,0,2,2.14,2.96,3.00
