season,date,home_team,away_team,home_odds,draw_odds,away_odds,over_1_5_odds,over_2_5_odds,btts_odds,source
2024,2024-05-25,Deportivo Garcilaso,Melgar,3.5,3.2,2.1,1.25,1.95,1.62,footystats
2024,2024-05-25,Comerciantes Unidos,Sporting Cristal,6.5,4.5,1.45,1.18,1.67,1.83,footystats
2024,2024-05-25,Universitario,Los Chankas,1.1,8,21,1.11,1.36,2.25,footystats
2024,2024-05-25,Sport Huancayo,UTC Cajamarca,1.62,4,5,1.27,1.9,1.87,footystats
2024,2024-05-24,César Vallejo,Atlético Grau,1.95,3.2,4,1.36,2.05,1.83,footystats
2024,2024-05-24,Real Garcilaso,Alianza Lima,2.6,3.1,2.6,1.4,2.13,1.9,footystats
2024,2024-05-20,Cienciano,Universitario,2.63,3.25,2.55,1.38,2.1,1.83,footystats
2024,2024-05-20,UTC Cajamarca,Sport Boys,1.59,3.66,5.73,1.34,2.01,2.09,footystats
2024,2024-05-19,Alianza Lima,Deportivo Garcilaso,1.28,4.8,8.5,1.22,1.73,2.2,footystats
2024,2024-05-19,Carlos Manucci,César Vallejo,2.69,3.28,2.55,1.32,2.08,1.81,footystats
2024,2024-05-19,Los Chankas,Alianza Atlético,1.64,3.4,4.82,1.29,1.88,1.8,footystats
2024,2024-05-19,ADT,Comerciantes Unidos,1.43,3.85,5.57,1.17,1.65,1.74,footystats
2024,2024-05-18,Melgar,Sport Huancayo,1.29,4.7,8.05,1.21,1.7,2.14,footystats
2024,2024-05-18,Sporting Cristal,Unión Comercio,1.17,6.5,11,1.09,1.33,1.91,footystats
2024,2024-05-17,Atlético Grau,Real Garcilaso,1.82,3.38,4.29,1.32,2.06,1.9,footystats
2024,2024-05-13,Alianza Atlético,Cienciano,2.1,3.2,3.6,1.33,2.05,1.8,footystats
2024,2024-05-12,Universitario,Sporting Cristal,1.95,3.25,3.5,1.3,2,1.67,footystats
2024,2024-05-12,Deportivo Garcilaso,Atlético Grau,1.65,3.25,4.5,1.29,1.85,1.83,footystats
2024,2024-05-12,UTC Cajamarca,Melgar,3.74,3.36,1.98,1.3,2,1.8,footystats
2024,2024-05-11,César Vallejo,Los Chankas,1.58,4,5.2,1.24,1.75,1.75,footystats
2024,2024-05-11,Sport Huancayo,Alianza Lima,2.4,3.16,2.97,1.33,2.11,1.83,footystats
2024,2024-05-11,Real Garcilaso,Carlos Manucci,1.41,4.17,6.3,1.22,1.72,1.94,footystats
2024,2024-05-11,Sport Boys,Comerciantes Unidos,1.7,3.75,4.65,1.27,1.91,1.84,footystats
2024,2024-05-10,Unión Comercio,ADT,2.71,3.32,2.51,1.26,1.89,1.68,footystats
2024,2024-05-06,Atlético Grau,Sport Huancayo,1.5,3.77,5.95,1.3,1.97,1.86,footystats
2024,2024-05-05,Melgar,Sport Boys,1.2,6,13,1.2,1.67,2.4,footystats
2024,2024-05-05,Sporting Cristal,Alianza Atlético,1.1,9,16,1.09,1.36,2.45,footystats
2024,2024-05-04,Comerciantes Unidos,Unión Comercio,1.7,3.8,4.5,1.26,1.73,1.77,footystats
2024,2024-05-04,Carlos Manucci,Deportivo Garcilaso,2.15,3.4,3.2,1.32,1.96,1.75,footystats
2024,2024-05-04,Los Chankas,Real Garcilaso,2.08,3.45,3.25,1.38,2.1,1.87,footystats
2024,2024-05-03,Alianza Lima,UTC Cajamarca,1.22,4.65,9.67,1.22,1.69,2.25,footystats
2024,2024-05-03,Cienciano,César Vallejo,1.57,3.46,4.68,1.29,1.85,1.9,footystats
2024,2024-05-03,ADT,Universitario,2.88,3.07,2.14,1.3,1.89,1.76,footystats
2024,2024-04-29,César Vallejo,Sporting Cristal,3.75,3.5,1.95,1.3,1.85,1.75,footystats
2024,2024-04-28,Universitario,Comerciantes Unidos,1.17,7,12,1.13,1.53,2.38,footystats
2024,2024-04-28,Deportivo Garcilaso,Los Chankas,1.57,4,5.25,1.29,1.9,1.87,footystats
2024,2024-04-28,Melgar,Alianza Lima,1.94,3.15,3.24,1.27,1.8,1.71,footystats
2024,2024-04-28,Alianza Atlético,ADT,2.3,2.99,2.7,1.3,1.85,1.72,footystats
2024,2024-04-27,Real Garcilaso,Cienciano,2.25,3.05,2.72,1.33,2.1,1.82,footystats
2024,2024-04-27,UTC Cajamarca,Atlético Grau,1.88,3.13,3.48,1.32,2.08,1.87,footystats
2024,2024-04-27,Sport Boys,Unión Comercio,1.62,3.6,6,1.26,1.9,1.85,footystats
2024,2024-04-26,Sport Huancayo,Carlos Manucci,1.4,4.5,7,1.18,1.67,1.89,footystats
2024,2024-04-23,Comerciantes Unidos,Alianza Atlético,1.98,3.15,3.15,1.4,2.1,1.85,footystats
2024,2024-04-21,Atlético Grau,Melgar,2.48,3,2.48,1.4,2.2,1.85,footystats
2024,2024-04-21,Sporting Cristal,Real Garcilaso,1.34,4.12,6.68,1.19,1.65,1.85,footystats
2024,2024-04-20,Carlos Manucci,UTC Cajamarca,2.1,3.3,3.2,1.32,2.05,1.81,footystats
2024,2024-04-20,ADT,César Vallejo,2,3.25,3.75,1.32,2.08,1.85,footystats
2024,2024-04-20,Los Chankas,Sport Huancayo,2.38,3.3,2.88,1.35,2.15,1.85,footystats
2024,2024-04-19,Cienciano,Deportivo Garcilaso,1.66,3.48,4.01,1.27,1.8,1.78,footystats
2024,2024-04-19,Unión Comercio,Universitario,5,4.33,1.53,1.16,1.65,1.6,footystats
2024,2024-04-18,Alianza Lima,Sport Boys,1.25,5.5,11,1.14,1.53,1.85,footystats
2024,2024-04-15,Deportivo Garcilaso,Sporting Cristal,3.75,3.6,1.91,1.15,1.85,1.5,footystats
2024,2024-04-15,UTC Cajamarca,Los Chankas,1.91,3.5,3.75,1.3,1.9,1.74,footystats
2024,2024-04-14,Alianza Lima,Atlético Grau,1.31,4.02,7.68,1.25,1.76,2.2,footystats
2024,2024-04-14,Real Garcilaso,ADT,1.91,3.6,3.6,1.25,1.85,1.65,footystats
2024,2024-04-14,César Vallejo,Comerciantes Unidos,1.67,3.6,5,1.25,1.85,1.75,footystats
2024,2024-04-13,Sport Boys,Universitario,6,3.75,1.57,1.3,2.08,2,footystats
2024,2024-04-13,Melgar,Carlos Manucci,1.21,4.77,9.41,1.16,1.57,2,footystats
2024,2024-04-13,Alianza Atlético,Unión Comercio,1.73,3.5,5,1.25,1.9,1.8,footystats
2024,2024-04-12,Sport Huancayo,Cienciano,2,3.4,3.6,1.29,2,1.75,footystats
2024,2024-04-08,Comerciantes Unidos,Real Garcilaso,2.09,3.07,2.97,1.3,1.85,1.75,footystats
2024,2024-04-07,Sporting Cristal,Sport Huancayo,1.33,4.5,9,1.18,1.57,1.9,footystats
2024,2024-04-07,ADT,Deportivo Garcilaso,1.65,3.43,4.15,1.33,1.86,1.87,footystats
2024,2024-04-06,Cienciano,UTC Cajamarca,1.35,4.02,6.6,1.28,1.76,2.1,footystats
2024,2024-04-06,Carlos Manucci,Alianza Lima,3.28,3.19,1.91,1.3,1.8,1.75,footystats
2024,2024-04-06,Unión Comercio,César Vallejo,2.18,3.11,2.78,1.38,2.15,1.9,footystats
2024,2024-04-06,Los Chankas,Melgar,3.12,3.02,2.05,1.3,1.8,1.72,footystats
2024,2024-04-05,Universitario,Alianza Atlético,1.17,5.27,10.39,1.18,1.62,2.25,footystats
2024,2024-04-05,Atlético Grau,Sport Boys,1.53,4,5.5,1.3,1.95,1.95,footystats
2024,2024-03-31,UTC Cajamarca,Sporting Cristal,4.33,3.6,1.8,1.25,1.85,1.73,footystats
2024,2024-03-31,Sport Boys,Alianza Atlético,1.75,4,4.2,1.3,1.9,1.85,footystats
2024,2024-03-31,Sport Huancayo,ADT,2.1,3.75,2.8,1.25,1.75,1.63,footystats
2024,2024-03-30,César Vallejo,Universitario,3.75,3.4,1.95,1.36,2.15,1.91,footystats
2024,2024-03-30,Melgar,Cienciano,1.67,4,4.75,1.28,1.85,1.75,footystats
2024,2024-03-30,Atlético Grau,Carlos Manucci,1.56,3.6,4.52,1.28,1.76,1.83,footystats
2024,2024-03-29,Real Garcilaso,Unión Comercio,1.5,4,7,1.26,1.8,1.95,footystats
2024,2024-03-28,Alianza Lima,Los Chankas,1.31,4.26,6.99,1.21,1.73,2.05,footystats
2024,2024-03-28,Deportivo Garcilaso,Comerciantes Unidos,1.62,3.75,5.5,1.28,1.85,1.8,footystats
2024,2024-03-16,ADT,UTC Cajamarca,1.72,3.25,3.99,1.31,2.05,1.93,footystats
2024,2024-03-15,Los Chankas,Atlético Grau,1.56,3.51,4.65,1.28,1.85,1.93,footystats
2024,2024-03-15,Unión Comercio,Deportivo Garcilaso,1.97,3.03,3.31,1.32,1.85,1.75,footystats
2024,2024-03-14,Carlos Manucci,Sport Boys,2.1,3.01,3.01,1.29,1.9,1.74,footystats
2024,2024-03-14,Comerciantes Unidos,Sport Huancayo,3.01,3.01,2.1,1.28,1.85,1.71,footystats
2024,2024-03-14,Alianza Atlético,César Vallejo,2.38,3.2,2.88,1.29,2,1.74,footystats
2024,2024-03-13,Sporting Cristal,Melgar,1.57,3.51,4.54,1.28,1.73,1.8,footystats
2024,2024-03-13,Cienciano,Alianza Lima,2.05,3.18,2.96,1.36,1.92,1.8,footystats
2024,2024-03-12,Universitario,Real Garcilaso,1.25,4.61,9.47,1.28,1.73,2.35,footystats
2024,2024-03-10,Sport Huancayo,Unión Comercio,1.24,5.45,12,1.2,1.68,2.17,footystats
2024,2024-03-10,Sport Boys,César Vallejo,2.22,3.35,3.05,1.33,2,1.8,footystats
2024,2024-03-09,Alianza Lima,Sporting Cristal,2.38,3.35,2.82,1.3,1.9,1.69,footystats
2024,2024-03-09,Carlos Manucci,Los Chankas,2.18,3.35,3.15,1.3,1.95,1.75,footystats
2024,2024-03-09,Melgar,ADT,1.55,4.1,5.35,1.22,1.7,1.77,footystats
2024,2024-03-09,Atlético Grau,Cienciano,1.98,3.45,3.55,1.3,1.95,1.78,footystats
2024,2024-03-08,Deportivo Garcilaso,Universitario,3.31,3.03,1.97,1.3,2.03,1.9,footystats
2024,2024-03-08,UTC Cajamarca,Comerciantes Unidos,2.02,3.3,3.55,1.29,1.9,1.73,footystats
2024,2024-03-07,Real Garcilaso,Alianza Atlético,1.39,4.2,8.4,1.25,1.82,2.25,footystats
2024,2024-03-04,Unión Comercio,UTC Cajamarca,2.1,3.3,3.25,1.3,1.95,1.74,footystats
2024,2024-03-03,Cienciano,Carlos Manucci,1.29,5.25,9.5,1.22,1.7,2.14,footystats
2024,2024-03-03,Los Chankas,Sport Boys,1.67,3.5,5,1.28,1.95,1.85,footystats
2024,2024-03-02,César Vallejo,Real Garcilaso,1.75,3.75,4.33,1.3,1.9,1.82,footystats
2024,2024-03-02,Comerciantes Unidos,Melgar,3.2,3.2,2.2,1.3,1.9,1.7,footystats
2024,2024-03-02,Sporting Cristal,Atlético Grau,1.22,4.77,8.85,1.2,1.65,2.14,footystats
2024,2024-03-01,Universitario,Sport Huancayo,1.4,4,9,1.3,1.95,2.2,footystats
2024,2024-03-01,ADT,Alianza Lima,3.25,3.6,2,1.29,1.95,1.73,footystats
2024,2024-02-29,Alianza Atlético,Deportivo Garcilaso,1.8,3.5,4.33,1.29,1.95,1.8,footystats
2024,2024-02-26,Los Chankas,Cienciano,2.24,3.26,2.95,1.23,1.69,1.63,footystats
2024,2024-02-25,Deportivo Garcilaso,César Vallejo,1.79,3.28,3.61,1.3,1.83,1.77,footystats
2024,2024-02-25,Alianza Lima,Comerciantes Unidos,1.34,4.21,6.49,1.19,1.7,2.16,footystats
2024,2024-02-25,Atlético Grau,ADT,1.35,3.99,6.76,1.23,1.77,2.02,footystats
2024,2024-02-24,Carlos Manucci,Sporting Cristal,4.3,3.7,1.65,1.22,1.75,1.72,footystats
2024,2024-02-24,Melgar,Unión Comercio,1.21,4.69,9.85,1.18,1.65,2.23,footystats
2024,2024-02-24,UTC Cajamarca,Universitario,3.15,3.15,1.98,1.33,1.89,1.77,footystats
2024,2024-02-24,Sport Boys,Real Garcilaso,2.11,3.03,2.98,0,1.89,1.67,footystats
2024,2024-02-23,Sport Huancayo,Alianza Atlético,1.42,3.83,5.73,1.22,1.71,1.91,footystats
2024,2024-02-19,Comerciantes Unidos,Atlético Grau,1.65,3.6,5,1.25,1.95,1.83,footystats
2024,2024-02-18,César Vallejo,Sport Huancayo,1.73,3.75,4.33,1.28,1.9,1.78,footystats
2024,2024-02-18,Cienciano,Sport Boys,1.53,3.8,5.5,1.18,1.73,1.75,footystats
2024,2024-02-18,Unión Comercio,Alianza Lima,3.6,3.3,1.95,1.31,2.08,1.83,footystats
2024,2024-02-17,Universitario,Melgar,1.73,3.4,4.5,1.28,1.95,1.82,footystats
2024,2024-02-17,Real Garcilaso,Deportivo Garcilaso,1.73,3.6,4.5,1.22,1.75,1.68,footystats
2024,2024-02-17,ADT,Carlos Manucci,1.45,4.2,6.5,1.26,1.9,1.96,footystats
2024,2024-02-16,Alianza Atlético,UTC Cajamarca,2.1,3.5,3.1,1.29,1.95,1.73,footystats
2024,2024-02-15,Sporting Cristal,Los Chankas,1.36,4.2,7.5,1.28,1.95,2.25,footystats
2024,2024-02-12,Atlético Grau,Unión Comercio,1.75,3.61,4.19,1.3,1.9,1.8,footystats
2024,2024-02-11,Sport Huancayo,Real Garcilaso,1.65,3.5,5,1.38,2.15,2.1,footystats
2024,2024-02-11,Sport Boys,Deportivo Garcilaso,2.15,3.25,3.1,1.37,2.15,1.91,footystats
2024,2024-02-11,Los Chankas,ADT,2,3.3,3.4,1.38,2.1,1.91,footystats
2024,2024-02-10,Alianza Lima,Universitario,2.29,2.96,2.74,1.5,2.5,2.1,footystats
2024,2024-02-10,Carlos Manucci,Comerciantes Unidos,1.63,3.37,4.32,1.33,2.05,2,footystats
2024,2024-02-10,Melgar,Alianza Atlético,1.17,5.58,9.76,1.14,1.5,2.38,footystats
2024,2024-02-09,Cienciano,Sporting Cristal,2.44,3.11,2.44,1.38,2.2,1.91,footystats
2024,2024-02-09,UTC Cajamarca,César Vallejo,2.08,3.17,2.92,1.32,2.08,1.83,footystats
2024,2024-02-05,Comerciantes Unidos,Los Chankas,2.08,3.55,3.25,1.28,1.87,1.71,footystats
2024,2024-02-04,Deportivo Garcilaso,Sport Huancayo,2.08,3.08,2.99,1.25,1.72,1.65,footystats
2024,2024-02-04,Sport Boys,Sporting Cristal,3.9,3.5,1.88,1.3,1.9,1.77,footystats
2024,2024-02-04,Alianza Atlético,Alianza Lima,3.45,3.45,2.02,1.33,2,1.78,footystats
2024,2024-02-03,Universitario,Atlético Grau,1.28,5.35,9.2,1.2,1.68,2.05,footystats
2024,2024-02-03,Unión Comercio,Carlos Manucci,1.72,3.75,4.6,1.26,1.86,1.77,footystats
2024,2024-02-03,ADT,Cienciano,2.28,3.35,2.95,1.3,1.9,1.68,footystats
2024,2024-02-02,César Vallejo,Melgar,2.5,3.35,2.65,1.33,2,1.77,footystats
2024,2024-02-02,Real Garcilaso,UTC Cajamarca,1.42,4.4,6.8,1.22,1.75,1.89,footystats
2024,2024-01-29,Los Chankas,Unión Comercio,1.77,3.62,4.4,1.28,1.77,1.75,footystats
2024,2024-01-28,Alianza Lima,César Vallejo,1.5,4,5,1.22,1.71,1.83,footystats
2024,2024-01-28,Carlos Manucci,Universitario,3.73,3.35,1.84,1.33,2.05,1.85,footystats
2024,2024-01-28,Atlético Grau,Alianza Atlético,1.72,3.9,4.2,1.22,1.72,1.68,footystats
2024,2024-01-27,Cienciano,Comerciantes Unidos,1.4,4.6,6.25,1.18,1.57,1.8,footystats
2024,2024-01-27,Sport Huancayo,Sport Boys,1.49,4.3,5.9,1.22,1.7,1.8,footystats
2024,2024-01-27,Sporting Cristal,ADT,1.34,4.95,7.9,1.17,1.57,1.85,footystats
2024,2024-01-26,Melgar,Real Garcilaso,1.52,4.1,5.85,1.25,1.8,1.9,footystats
2024,2024-01-26,UTC Cajamarca,Deportivo Garcilaso,2.14,3.15,3.05,1.3,1.8,1.72,footystats
2025,2025-12-14,Real Garcilaso,Sporting Cristal,1.85,3.65,3.75,1.25,1.85,1.75,footystats
2025,2025-12-10,Sporting Cristal,Real Garcilaso,1.54,3.75,5,1.24,1.85,1.86,footystats
2025,2025-12-06,Alianza Lima,Sporting Cristal,2,3.2,3.4,1.31,2.11,1.83,footystats
2025,2025-12-02,Sporting Cristal,Alianza Lima,2.4,2.95,3,1.36,2.27,1.91,footystats
2025,2025-11-23,Comerciantes Unidos,ADT,4,3.1,2.07,1.3,2,1.84,footystats
2025,2025-11-23,Alianza Universidad,Juan Pablo II College,1.99,3.55,3.25,1.22,1.78,1.63,footystats
2025,2025-11-23,Alianza Lima,UTC Cajamarca,1.13,5.84,12.47,1.13,1.49,2.11,footystats
2025,2025-11-23,Cienciano,Ayacucho,1.38,4.6,6,1.17,1.67,1.88,footystats
2025,2025-11-23,Sport Huancayo,Real Garcilaso,2.15,3.3,2.87,1.25,1.82,1.64,footystats
2025,2025-11-22,Los Chankas,Universitario,4.4,3.25,1.76,1.36,2.01,1.82,footystats
2025,2025-11-19,Atlético Grau,Sporting Cristal,3.35,3.2,2.1,1.28,1.83,1.65,footystats
2025,2025-11-16,Sport Boys,Alianza Atlético,2.13,2.95,3.25,1.38,2.3,1.85,footystats
2025,2025-11-10,ADT,Los Chankas,1.58,3.95,5.25,1.19,1.72,1.75,footystats
2025,2025-11-09,Alianza Atlético,Alianza Universidad,1.43,4.2,7,1.22,1.7,1.85,footystats
2025,2025-11-09,UTC Cajamarca,Sport Huancayo,2.31,3.2,3,1.28,1.84,1.62,footystats
2025,2025-11-08,Juan Pablo II College,Atlético Grau,1.9,3.1,4.2,1.46,2.35,2.1,footystats
2025,2025-11-08,Ayacucho,Comerciantes Unidos,1.75,3.38,4,1.33,1.95,1.85,footystats
2025,2025-11-07,Universitario,Deportivo Garcilaso,1.12,7.57,20,0,1.47,2.25,footystats
2025,2025-11-07,Sporting Cristal,Cienciano,1.6,3.95,4.9,1.16,1.64,1.67,footystats
2025,2025-11-07,Real Garcilaso,Sport Boys,1.19,5.25,8.75,1.18,1.57,2.05,footystats
2025,2025-11-05,Los Chankas,Alianza Lima,2.82,3.09,2.42,1.29,2.1,1.8,footystats
2025,2025-11-02,Cienciano,Juan Pablo II College,1.22,5.75,11,1.17,1.53,1.95,footystats
2025,2025-11-02,Sport Boys,UTC Cajamarca,1.57,3.6,5,1.3,2,1.85,footystats
2025,2025-11-02,Atlético Grau,Alianza Atlético,2.7,2.93,2.75,1.43,2.2,1.8,footystats
2025,2025-11-02,Alianza Universidad,Real Garcilaso,2.75,3.55,2.11,1.24,1.75,1.64,footystats
2025,2025-11-01,Deportivo Garcilaso,ADT,2.65,3.19,2.55,1.33,2.05,1.7,footystats
2025,2025-11-01,Comerciantes Unidos,Sporting Cristal,3.75,3.3,2.05,1.29,1.92,1.7,footystats
2025,2025-11-01,Los Chankas,Ayacucho,2.15,3.2,2.95,1.3,1.93,1.7,footystats
2025,2025-10-31,Alianza Lima,Melgar,1.83,3.35,3.95,1.37,2.15,1.97,footystats
2025,2025-10-26,Melgar,Sport Huancayo,1.46,4.3,6.59,1.17,1.66,1.83,footystats
2025,2025-10-26,ADT,Universitario,3.5,3.2,2.05,1.33,2.33,1.92,footystats
2025,2025-10-26,UTC Cajamarca,Alianza Universidad,2.01,3.25,3.15,1.29,1.93,1.7,footystats
2025,2025-10-26,Sporting Cristal,Los Chankas,1.25,7.23,8.2,1.12,1.48,2.3,footystats
2025,2025-10-25,Real Garcilaso,Atlético Grau,1.35,3.95,7,1.29,1.75,1.95,footystats
2025,2025-10-25,Alianza Atlético,Cienciano,2.05,3.25,3.5,1.29,1.98,1.75,footystats
2025,2025-10-25,Ayacucho,Deportivo Garcilaso,2.2,3,3,1.34,2.16,2,footystats
2025,2025-10-24,Juan Pablo II College,Comerciantes Unidos,1.83,3.2,4.25,1.34,2.07,1.93,footystats
2025,2025-10-23,Sporting Cristal,Universitario,3.1,2.66,2.2,1.36,2.25,1.92,footystats
2025,2025-10-20,Universitario,Ayacucho,1.11,8.75,33,1.12,1.47,3.04,footystats
2025,2025-10-20,Sport Boys,Melgar,3.41,3.25,2.1,1.38,2.15,1.85,footystats
2025,2025-10-20,Sport Huancayo,Alianza Lima,2.5,3.1,2.75,1.26,1.93,1.71,footystats
2025,2025-10-19,Deportivo Garcilaso,Sporting Cristal,2.16,3.45,2.83,1.28,1.9,1.65,footystats
2025,2025-10-19,Atlético Grau,UTC Cajamarca,1.43,4.1,5.85,1.18,1.72,1.88,footystats
2025,2025-10-18,Cienciano,Real Garcilaso,2.3,3.1,3,1.31,1.95,1.7,footystats
2025,2025-10-18,Comerciantes Unidos,Alianza Atlético,2.3,2.91,3.11,1.37,2.29,1.9,footystats
2025,2025-10-18,Los Chankas,Juan Pablo II College,1.63,3.66,3.68,1.26,1.92,1.89,footystats
2025,2025-10-16,Alianza Lima,Sport Boys,1.44,4,6.25,1.22,1.82,2.07,footystats
2025,2025-10-14,Melgar,Alianza Universidad,1.28,5,8,1.18,1.62,2,footystats
2025,2025-10-13,Juan Pablo II College,Deportivo Garcilaso,2,3.2,3.51,0,2.05,1.83,footystats
2025,2025-10-13,UTC Cajamarca,Cienciano,2.85,3.2,2.22,1.28,1.85,1.68,footystats
2025,2025-10-12,Real Garcilaso,Comerciantes Unidos,1.45,4.1,6.25,1.25,1.8,1.98,footystats
2025,2025-10-12,Alianza Atlético,Los Chankas,1.53,4.15,5.6,1.3,1.91,2,footystats
2025,2025-10-12,Ayacucho,ADT,2.55,3.05,2.65,1.36,2.15,1.85,footystats
2025,2025-10-05,Universitario,Juan Pablo II College,1.16,6.7,14.5,1.17,1.53,2.69,footystats
2025,2025-10-05,Deportivo Garcilaso,Alianza Atlético,1.55,3.19,5,1.33,2.07,1.95,footystats
2025,2025-10-05,Atlético Grau,Melgar,2.3,2.85,2.8,1.3,2,1.75,footystats
2025,2025-10-05,Alianza Universidad,Alianza Lima,3.75,3.37,2,1.32,1.86,1.71,footystats
2025,2025-10-04,Sport Boys,Sport Huancayo,1.93,3.3,3.4,1.3,1.95,1.82,footystats
2025,2025-10-04,ADT,Sporting Cristal,2.09,3.1,3.52,1.28,2.05,1.81,footystats
2025,2025-10-04,Los Chankas,Real Garcilaso,2.7,3.2,2.25,1.28,1.85,1.65,footystats
2025,2025-10-03,Comerciantes Unidos,UTC Cajamarca,2.3,3.05,3.1,1.26,1.94,1.74,footystats
2025,2025-10-02,Melgar,Cienciano,1.74,3.6,3.75,1.2,1.67,1.62,footystats
2025,2025-10-01,Alianza Lima,Atlético Grau,1.37,5.2,6.4,1.34,1.91,2.05,footystats
2025,2025-10-01,Alianza Atlético,Universitario,5.7,3.4,1.63,1.38,2.14,2,footystats
2025,2025-09-30,Real Garcilaso,Deportivo Garcilaso,1.95,3.3,3.2,1.28,1.85,1.74,footystats
2025,2025-09-30,Juan Pablo II College,ADT,2.42,3,3.25,1.38,2.15,1.83,footystats
2025,2025-09-30,Sport Huancayo,Alianza Universidad,1.55,4.05,5.3,1.2,1.65,1.72,footystats
2025,2025-09-29,Sporting Cristal,Ayacucho,1.18,5.25,8.5,1.11,1.57,2.03,footystats
2025,2025-09-29,UTC Cajamarca,Los Chankas,2.3,3.48,2.95,1.3,1.95,1.73,footystats
2025,2025-09-28,Cienciano,Alianza Lima,2.1,3.25,3.5,1.26,1.85,1.76,footystats
2025,2025-09-27,Universitario,Real Garcilaso,1.36,4.2,7.8,1.25,1.82,2.06,footystats
2025,2025-09-27,Comerciantes Unidos,Melgar,4.59,3.55,1.66,1.34,2.15,2,footystats
2025,2025-09-26,Atlético Grau,Sport Huancayo,1.7,4.1,4.75,1.24,1.95,1.85,footystats
2025,2025-09-26,ADT,Alianza Atlético,1.67,3.6,4.75,1.31,2.09,1.96,footystats
2025,2025-09-26,Alianza Universidad,Sport Boys,2.25,3.2,2.8,1.35,1.88,1.94,footystats
2025,2025-09-25,Deportivo Garcilaso,UTC Cajamarca,1.46,4.35,5.6,1.24,1.89,2.08,footystats
2025,2025-09-25,Ayacucho,Juan Pablo II College,1.83,3.5,3.7,1.28,2.13,1.84,footystats
2025,2025-09-22,Sport Boys,Atlético Grau,2.48,3.1,2.9,1.45,2.4,2.02,footystats
2025,2025-09-22,Real Garcilaso,ADT,1.46,4.17,5.5,1.15,1.59,1.76,footystats
2025,2025-09-22,Alianza Atlético,Ayacucho,1.46,3.75,6,1.33,2.2,2.32,footystats
2025,2025-09-21,Alianza Lima,Comerciantes Unidos,1.22,5.85,10.5,1.15,1.61,2.19,footystats
2025,2025-09-21,Sport Huancayo,Cienciano,2.25,3.1,3,1.28,2.03,1.72,footystats
2025,2025-09-21,Juan Pablo II College,Sporting Cristal,4,3.3,1.83,1.25,1.95,1.85,footystats
2025,2025-09-21,Melgar,Los Chankas,1.35,4.5,7.2,1.12,1.51,1.83,footystats
2025,2025-09-20,UTC Cajamarca,Universitario,11,4.2,1.26,1.26,1.9,2.25,footystats
2025,2025-09-18,Deportivo Garcilaso,Melgar,2.98,3.15,2.3,1.32,2.1,1.8,footystats
2025,2025-09-18,Atlético Grau,Alianza Universidad,1.55,4,5.7,1.33,1.89,2.05,footystats
2025,2025-09-18,Ayacucho,Real Garcilaso,3.79,3.35,2.05,1.32,2,1.85,footystats
2025,2025-09-17,Cienciano,Sport Boys,1.44,4.25,5.9,1.19,1.72,1.85,footystats
2025,2025-09-17,Comerciantes Unidos,Sport Huancayo,2.8,3.1,2.48,1.33,1.8,1.75,footystats
2025,2025-09-17,Sporting Cristal,Alianza Atlético,1.37,3.9,5.25,1.23,1.83,2.04,footystats
2025,2025-09-16,ADT,UTC Cajamarca,1.63,3.6,4.2,1.25,1.75,1.75,footystats
2025,2025-09-14,Real Garcilaso,Sporting Cristal,1.98,3.25,3.5,1.3,2.02,1.57,footystats
2025,2025-09-14,Melgar,Universitario,2.26,2.98,3.3,1.42,2.3,2,footystats
2025,2025-09-14,Alianza Universidad,Cienciano,2.47,3.2,2.65,1.3,1.91,1.63,footystats
2025,2025-09-13,Alianza Lima,Deportivo Garcilaso,1.22,5.71,13,1.33,1.65,2.1,footystats
2025,2025-09-13,Alianza Atlético,Juan Pablo II College,1.5,3.75,5.5,1.33,2.12,2.2,footystats
2025,2025-09-13,Sport Boys,Comerciantes Unidos,1.54,3.85,4.8,1.33,2.1,2.12,footystats
2025,2025-09-12,Sport Huancayo,Los Chankas,1.53,4,5.75,1.18,1.71,1.8,footystats
2025,2025-09-12,UTC Cajamarca,Ayacucho,2,3.1,3.4,1.38,2.3,2,footystats
2025,2025-08-31,Atlético Grau,ADT,1.57,3.67,4.9,1.25,1.98,1.83,footystats
2025,2025-08-30,Alianza Universidad,Los Chankas,1.84,3.64,4.35,1.22,1.8,1.73,footystats
2025,2025-08-24,Universitario,Alianza Lima,2.05,2.79,4,1.53,2.64,2.1,footystats
2025,2025-08-24,Cienciano,Atlético Grau,1.48,4.1,5.5,1.3,1.96,2.07,footystats
2025,2025-08-24,ADT,Melgar,3.05,3.35,2.35,1.33,1.93,1.77,footystats
2025,2025-08-23,Deportivo Garcilaso,Sport Huancayo,2.4,2.9,2.91,1.33,2.1,1.85,footystats
2025,2025-08-23,Comerciantes Unidos,Alianza Universidad,2.3,3,2.9,1.32,2.1,1.77,footystats
2025,2025-08-23,Los Chankas,Sport Boys,1.65,3.5,4.5,1.3,1.95,1.92,footystats
2025,2025-08-23,Sporting Cristal,UTC Cajamarca,1.19,6.5,14,1.13,1.42,2,footystats
2025,2025-08-22,Juan Pablo II College,Real Garcilaso,3.5,3.3,2.17,1.29,1.95,1.73,footystats
2025,2025-08-17,Real Garcilaso,Alianza Atlético,1.35,4.4,7.5,1.25,1.79,2,footystats
