MatchDate,TournamentId,Round,MatchId,HomeTeamId,HomeTeamName,AwayTeamId,AwayTeamName,HomeWinOdds,DrawOdds,AwayWinOdds
2024-03-09,406,1,591,0,Carlos Manucci,0,Los Chankas,2.18,3.35,3.15
2024-03-09,406,1,592,0,Melgar,0,ADT,1.55,4.1,5.35
2024-03-09,406,1,593,0,AtlÃ©tico Grau,0,Cienciano,1.98,3.45,3.55
2024-03-08,406,1,594,0,Deportivo Garcilaso,0,Universitario,3.31,3.03,1.97
2024-03-08,406,1,595,0,UTC Cajamarca,0,Comerciantes Unidos,2.02,3.3,3.55
2024-03-07,406,1,596,0,Real Garcilaso,0,Alianza AtlÃ©tico,1.39,4.2,8.4
2024-03-04,406,1,597,0,UniÃ³n Comercio,0,UTC Cajamarca,2.1,3.3,3.25
2024-03-03,406,1,598,0,Cienciano,0,Carlos Manucci,1.29,5.25,9.5
2024-03-03,406,1,599,0,Los Chankas,0,Sport Boys,1.67,3.5,5
2024-03-02,406,1,600,0,CÃ©sar Vallejo,0,Real Garcilaso,1.75,3.75,4.33
2024-03-02,406,1,601,0,Comerciantes Unidos,0,Melgar,3.2,3.2,2.2
2024-03-02,406,1,602,0,Sporting Cristal,0,AtlÃ©tico Grau,1.22,4.77,8.85
2024-03-01,406,1,603,0,Universitario,0,Sport Huancayo,1.4,4,9
2024-03-01,406,1,604,0,ADT,0,Alianza Lima,3.25,3.6,2
2024-02-29,406,1,605,0,Alianza AtlÃ©tico,0,Deportivo Garcilaso,1.8,3.5,4.33
2024-02-26,406,1,606,0,Los Chankas,0,Cienciano,2.24,3.26,2.95
2024-02-25,406,1,607,0,Deportivo Garcilaso,0,CÃ©sar Vallejo,1.79,3.28,3.61
2024-02-25,406,1,608,0,Alianza Lima,0,Comerciantes Unidos,1.34,4.21,6.49
2024-02-25,406,1,609,0,AtlÃ©tico Grau,0,ADT,1.35,3.99,6.76
2024-02-24,406,1,610,0,Carlos Manucci,0,Sporting Cristal,4.3,3.7,1.65
2024-02-24,406,1,611,0,Melgar,0,UniÃ³n Comercio,1.21,4.69,9.85
2024-02-24,406,1,612,0,UTC Cajamarca,0,Universitario,3.15,3.15,1.98
2024-02-24,406,1,613,0,Sport Boys,0,Real Garcilaso,2.11,3.03,2.98
2024-02-23,406,1,614,0,Sport Huancayo,0,Alianza AtlÃ©tico,1.42,3.83,5.73
2024-02-19,406,1,615,0,Comerciantes Unidos,0,AtlÃ©tico Grau,1.65,3.6,5
2024-02-18,406,1,616,0,CÃ©sar Vallejo,0,Sport Huancayo,1.73,3.75,4.33
2024-02-18,406,1,617,0,Cienciano,0,Sport Boys,1.53,3.8,5.5
2024-02-18,406,1,618,0,UniÃ³n Comercio,0,Alianza Lima,3.6,3.3,1.95
2024-02-17,406,1,619,0,Universitario,0,Melgar,1.73,3.4,4.5
2024-02-17,406,1,620,0,Real Garcilaso,0,Deportivo Garcilaso,1.73,3.6,4.5
2024-02-17,406,1,621,0,ADT,0,Carlos Manucci,1.45,4.2,6.5
2024-02-16,406,1,622,0,Alianza AtlÃ©tico,0,UTC Cajamarca,2.1,3.5,3.1
2024-02-15,406,1,623,0,Sporting Cristal,0,Los Chankas,1.36,4.2,7.5
2024-02-12,406,1,624,0,AtlÃ©tico Grau,0,UniÃ³n Comercio,1.75,3.61,4.19
2024-02-11,406,1,625,0,Sport Huancayo,0,Real Garcilaso,1.65,3.5,5
2024-02-11,406,1,626,0,Sport Boys,0,Deportivo Garcilaso,2.15,3.25,3.1
2024-02-11,406,1,627,0,Los Chankas,0,ADT,2,3.3,3.4
2024-02-10,406,1,628,0,Alianza Lima,0,Universitario,2.29,2.96,2.74
2024-02-10,406,1,629,0,Carlos Manucci,0,Comerciantes Unidos,1.63,3.37,4.32
2024-02-10,406,1,630,0,Melgar,0,Alianza AtlÃ©tico,1.17,5.58,9.76
2024-02-09,406,1,631,0,Cienciano,0,Sporting Cristal,2.44,3.11,2.44
2024-02-09,406,1,632,0,UTC Cajamarca,0,CÃ©sar Vallejo,2.08,3.17,2.92
2024-02-05,406,1,633,0,Comerciantes Unidos,0,Los Chankas,2.08,3.55,3.25
2024-02-04,406,1,634,0,Deportivo Garcilaso,0,Sport Huancayo,2.08,3.08,2.99
2024-02-04,406,1,635,0,Sport Boys,0,Sporting Cristal,3.9,3.5,1.88
2024-02-04,406,1,636,0,Alianza AtlÃ©tico,0,Alianza Lima,3.45,3.45,2.02
2024-02-03,406,1,637,0,Universitario,0,AtlÃ©tico Grau,1.28,5.35,9.2
2024-02-03,406,1,638,0,UniÃ³n Comercio,0,Carlos Manucci,1.72,3.75,4.6
2024-02-03,406,1,639,0,ADT,0,Cienciano,2.28,3.35,2.95
2024-02-02,406,1,640,0,CÃ©sar Vallejo,0,Melgar,2.5,3.35,2.65
2024-02-02,406,1,641,0,Real Garcilaso,0,UTC Cajamarca,1.42,4.4,6.8
2024-01-29,406,1,642,0,Los Chankas,0,UniÃ³n Comercio,1.77,3.62,4.4
2024-01-28,406,1,643,0,Alianza Lima,0,CÃ©sar Vallejo,1.5,4,5
2024-01-28,406,1,644,0,Carlos Manucci,0,Universitario,3.73,3.35,1.84
2024-01-28,406,1,645,0,AtlÃ©tico Grau,0,Alianza AtlÃ©tico,1.72,3.9,4.2
2024-01-27,406,1,646,0,Cienciano,0,Comerciantes Unidos,1.4,4.6,6.25
2024-01-27,406,1,647,0,Sport Huancayo,0,Sport Boys,1.49,4.3,5.9
2024-01-27,406,1,648,0,Sporting Cristal,0,ADT,1.34,4.95,7.9
2024-01-26,406,1,649,0,Melgar,0,Real Garcilaso,1.52,4.1,5.85
2024-01-26,406,1,650,0,UTC Cajamarca,0,Deportivo Garcilaso,2.14,3.15,3.05
2025-12-14,406,1,651,0,Real Garcilaso,0,Sporting Cristal,1.85,3.65,3.75
2025-12-10,406,1,652,0,Sporting Cristal,0,Real Garcilaso,1.54,3.75,5
2025-12-06,406,1,653,0,Alianza Lima,0,Sporting Cristal,2,3.2,3.4
2025-12-02,406,1,654,0,Sporting Cristal,0,Alianza Lima,2.4,2.95,3
2025-11-23,406,1,655,0,Comerciantes Unidos,0,ADT,4,3.1,2.07
2025-11-23,406,1,656,0,Alianza Universidad,0,Juan Pablo II College,1.99,3.55,3.25
2025-11-23,406,1,657,0,Alianza Lima,0,UTC Cajamarca,1.13,5.84,12.47
2025-11-23,406,1,658,0,Cienciano,0,Ayacucho,1.38,4.6,6
2025-11-23,406,1,659,0,Sport Huancayo,0,Real Garcilaso,2.15,3.3,2.87
2025-11-22,406,1,660,0,Los Chankas,0,Universitario,4.4,3.25,1.76
2025-11-19,406,1,661,0,AtlÃ©tico Grau,0,Sporting Cristal,3.35,3.2,2.1
2025-11-16,406,1,662,0,Sport Boys,0,Alianza AtlÃ©tico,2.13,2.95,3.25
2025-11-10,406,1,663,0,ADT,0,Los Chankas,1.58,3.95,5.25
2025-11-09,406,1,664,0,Alianza AtlÃ©tico,0,Alianza Universidad,1.43,4.2,7
2025-11-09,406,1,665,0,UTC Cajamarca,0,Sport Huancayo,2.31,3.2,3
2025-11-08,406,1,666,0,Juan Pablo II College,0,AtlÃ©tico Grau,1.9,3.1,4.2
2025-11-08,406,1,667,0,Ayacucho,0,Comerciantes Unidos,1.75,3.38,4
2025-11-07,406,1,668,0,Universitario,0,Deportivo Garcilaso,1.12,7.57,20
2025-11-07,406,1,669,0,Sporting Cristal,0,Cienciano,1.6,3.95,4.9
2025-11-07,406,1,670,0,Real Garcilaso,0,Sport Boys,1.19,5.25,8.75
2025-11-05,406,1,671,0,Los Chankas,0,Alianza Lima,2.82,3.09,2.42
2025-11-02,406,1,672,0,Cienciano,0,Juan Pablo II College,1.22,5.75,11
2025-11-02,406,1,673,0,Sport Boys,0,UTC Cajamarca,1.57,3.6,5
2025-11-02,406,1,674,0,AtlÃ©tico Grau,0,Alianza AtlÃ©tico,2.7,2.93,2.75
2025-11-02,406,1,675,0,Alianza Universidad,0,Real Garcilaso,2.75,3.55,2.11
2025-11-01,406,1,676,0,Deportivo Garcilaso,0,ADT,2.65,3.19,2.55
2025-11-01,406,1,677,0,Comerciantes Unidos,0,Sporting Cristal,3.75,3.3,2.05
2025-11-01,406,1,678,0,Los Chankas,0,Ayacucho,2.15,3.2,2.95
2025-10-31,406,1,679,0,Alianza Lima,0,Melgar,1.83,3.35,3.95
2025-10-26,406,1,680,0,Melgar,0,Sport Huancayo,1.46,4.3,6.59
2025-10-26,406,1,681,0,ADT,0,Universitario,3.5,3.2,2.05
2025-10-26,406,1,682,0,UTC Cajamarca,0,Alianza Universidad,2.01,3.25,3.15
2025-10-26,406,1,683,0,Sporting Cristal,0,Los Chankas,1.25,7.23,8.2
2025-10-25,406,1,684,0,Real Garcilaso,0,AtlÃ©tico Grau,1.35,3.95,7
2025-10-25,406,1,685,0,Alianza AtlÃ©tico,0,Cienciano,2.05,3.25,3.5
2025-10-25,406,1,686,0,Ayacucho,0,Deportivo Garcilaso,2.2,3,3
2025-10-24,406,1,687,0,Juan Pablo II College,0,Comerciantes Unidos,1.83,3.2,4.25
2025-10-23,406,1,688,0,Sporting Cristal,0,Universitario,3.1,2.66,2.2
2025-10-20,406,1,689,0,Universitario,0,Ayacucho,1.11,8.75,33
2025-10-20,406,1,690,0,Sport Boys,0,Melgar,3.41,3.25,2.1
2025-10-20,406,1,691,0,Sport Huancayo,0,Alianza Lima,2.5,3.1,2.75
2025-10-19,406,1,692,0,Deportivo Garcilaso,0,Sporting Cristal,2.16,3.45,2.83
2025-10-19,406,1,693,0,AtlÃ©tico Grau,0,UTC Cajamarca,1.43,4.1,5.85
2025-10-18,406,1,694,0,Cienciano,0,Real Garcilaso,2.3,3.1,3
2025-10-18,406,1,695,0,Comerciantes Unidos,0,Alianza AtlÃ©tico,2.3,2.91,3.11
2025-10-18,406,1,696,0,Los Chankas,0,Juan Pablo II College,1.63,3.66,3.68
2025-10-16,406,1,697,0,Alianza Lima,0,Sport Boys,1.44,4,6.25
2025-10-14,406,1,698,0,Melgar,0,Alianza Universidad,1.28,5,8
2025-10-13,406,1,699,0,Juan Pablo II College,0,Deportivo Garcilaso,2,3.2,3.51
2025-10-13,406,1,700,0,UTC Cajamarca,0,Cienciano,2.85,3.2,2.22
2025-10-12,406,1,701,0,Real Garcilaso,0,Comerciantes Unidos,1.45,4.1,6.25
2025-10-12,406,1,702,0,Alianza AtlÃ©tico,0,Los Chankas,1.53,4.15,5.6
2025-10-12,406,1,703,0,Ayacucho,0,ADT,2.55,3.05,2.65
2025-10-05,406,1,704,0,Universitario,0,Juan Pablo II College,1.16,6.7,14.5
2025-10-05,406,1,705,0,Deportivo Garcilaso,0,Alianza AtlÃ©tico,1.55,3.19,5
2025-10-05,406,1,706,0,AtlÃ©tico Grau,0,Melgar,2.3,2.85,2.8
2025-10-05,406,1,707,0,Alianza Universidad,0,Alianza Lima,3.75,3.37,2
2025-10-04,406,1,708,0,Sport Boys,0,Sport Huancayo,1.93,3.3,3.4
2025-10-04,406,1,709,0,ADT,0,Sporting Cristal,2.09,3.1,3.52
2025-10-04,406,1,710,0,Los Chankas,0,Real Garcilaso,2.7,3.2,2.25
2025-10-03,406,1,711,0,Comerciantes Unidos,0,UTC Cajamarca,2.3,3.05,3.1
2025-10-02,406,1,712,0,Melgar,0,Cienciano,1.74,3.6,3.75
2025-10-01,406,1,713,0,Alianza Lima,0,AtlÃ©tico Grau,1.37,5.2,6.4
2025-10-01,406,1,714,0,Alianza AtlÃ©tico,0,Universitario,5.7,3.4,1.63
2025-09-30,406,1,715,0,Real Garcilaso,0,Deportivo Garcilaso,1.95,3.3,3.2
2025-09-30,406,1,716,0,Juan Pablo II College,0,ADT,2.42,3,3.25
2025-09-30,406,1,717,0,Sport Huancayo,0,Alianza Universidad,1.55,4.05,5.3
2025-09-29,406,1,718,0,Sporting Cristal,0,Ayacucho,1.18,5.25,8.5
2025-09-29,406,1,719,0,UTC Cajamarca,0,Los Chankas,2.3,3.48,2.95
2025-09-28,406,1,720,0,Cienciano,0,Alianza Lima,2.1,3.25,3.5
2025-09-27,406,1,721,0,Universitario,0,Real Garcilaso,1.36,4.2,7.8
2025-09-27,406,1,722,0,Comerciantes Unidos,0,Melgar,4.59,3.55,1.66
2025-09-26,406,1,723,0,AtlÃ©tico Grau,0,Sport Huancayo,1.7,4.1,4.75
2025-09-26,406,1,724,0,ADT,0,Alianza AtlÃ©tico,1.67,3.6,4.75
2025-09-26,406,1,725,0,Alianza Universidad,0,Sport Boys,2.25,3.2,2.8
2025-09-25,406,1,726,0,Deportivo Garcilaso,0,UTC Cajamarca,1.46,4.35,5.6
2025-09-25,406,1,727,0,Ayacucho,0,Juan Pablo II College,1.83,3.5,3.7
2025-09-22,406,1,728,0,Sport Boys,0,AtlÃ©tico Grau,2.48,3.1,2.9
2025-09-22,406,1,729,0,Real Garcilaso,0,ADT,1.46,4.17,5.5
2025-09-22,406,1,730,0,Alianza AtlÃ©tico,0,Ayacucho,1.46,3.75,6
2025-09-21,406,1,731,0,Alianza Lima,0,Comerciantes Unidos,1.22,5.85,10.5
2025-09-21,406,1,732,0,Sport Huancayo,0,Cienciano,2.25,3.1,3
2025-09-21,406,1,733,0,Juan Pablo II College,0,Sporting Cristal,4,3.3,1.83
2025-09-21,406,1,734,0,Melgar,0,Los Chankas,1.35,4.5,7.2
2025-09-20,406,1,735,0,UTC Cajamarca,0,Universitario,11,4.2,1.26
2025-09-18,406,1,736,0,Deportivo Garcilaso,0,Melgar,2.98,3.15,2.3
2025-09-18,406,1,737,0,AtlÃ©tico Grau,0,Alianza Universidad,1.55,4,5.7
2025-09-18,406,1,738,0,Ayacucho,0,Real Garcilaso,3.79,3.35,2.05
2025-09-17,406,1,739,0,Cienciano,0,Sport Boys,1.44,4.25,5.9
2025-09-17,406,1,740,0,Comerciantes Unidos,0,Sport Huancayo,2.8,3.1,2.48
2025-09-17,406,1,741,0,Sporting Cristal,0,Alianza AtlÃ©tico,1.37,3.9,5.25
2025-09-16,406,1,742,0,ADT,0,UTC Cajamarca,1.63,3.6,4.2
2025-09-14,406,1,743,0,Real Garcilaso,0,Sporting Cristal,1.98,3.25,3.5
2025-09-14,406,1,744,0,Melgar,0,Universitario,2.26,2.98,3.3
2025-09-14,406,1,745,0,Alianza Universidad,0,Cienciano,2.47,3.2,2.65
2025-09-13,406,1,746,0,Alianza Lima,0,Deportivo Garcilaso,1.22,5.71,13
2025-09-13,406,1,747,0,Alianza AtlÃ©tico,0,Juan Pablo II College,1.5,3.75,5.5
2025-09-13,406,1,748,0,Sport Boys,0,Comerciantes Unidos,1.54,3.85,4.8
2025-09-12,406,1,749,0,Sport Huancayo,0,Los Chankas,1.53,4,5.75
2025-09-12,406,1,750,0,UTC Cajamarca,0,Ayacucho,2,3.1,3.4
2025-08-31,406,1,751,0,AtlÃ©tico Grau,0,ADT,1.57,3.67,4.9
2025-08-30,406,1,752,0,Alianza Universidad,0,Los Chankas,1.84,3.64,4.35
2025-08-24,406,1,753,0,Universitario,0,Alianza Lima,2.05,2.79,4
2025-08-24,406,1,754,0,Cienciano,0,AtlÃ©tico Grau,1.48,4.1,5.5
2025-08-24,406,1,755,0,ADT,0,Melgar,3.05,3.35,2.35
2025-08-23,406,1,756,0,Deportivo Garcilaso,0,Sport Huancayo,2.4,2.9,2.91
2025-08-23,406,1,757,0,Comerciantes Unidos,0,Alianza Universidad,2.3,3,2.9
2025-08-23,406,1,758,0,Los Chankas,0,Sport Boys,1.65,3.5,4.5
2025-08-23,406,1,759,0,Sporting Cristal,0,UTC Cajamarca,1.19,6.5,14
2025-08-22,406,1,760,0,Juan Pablo II College,0,Real Garcilaso,3.5,3.3,2.17
2025-08-17,406,1,761,0,Real Garcilaso,0,Alianza AtlÃ©tico,1.35,4.4,7.5
2025-08-17,406,1,762,0,Melgar,0,Ayacucho,1.48,4.9,7.1
2025-08-17,406,1,763,0,Sport Huancayo,0,Universitario,2.2,3,3.15
2025-08-16,406,1,764,0,Alianza Lima,0,ADT,1.4,4.2,7.5
2025-08-16,406,1,765,0,UTC Cajamarca,0,Juan Pablo II College,1.88,3.41,4
2025-08-15,406,1,766,0,Sport Boys,0,Deportivo Garcilaso,1.65,3.3,5
2025-08-15,406,1,767,0,AtlÃ©tico Grau,0,Comerciantes Unidos,1.33,4.4,7.4
2025-08-11,406,1,768,0,Deportivo Garcilaso,0,Alianza Universidad,1.61,3.6,4.5
2025-08-11,406,1,769,0,Alianza AtlÃ©tico,0,UTC Cajamarca,1.41,4.2,6
2025-08-10,406,1,770,0,Los Chankas,0,AtlÃ©tico Grau,1.94,3.15,3.81
2025-08-10,406,1,771,0,Sporting Cristal,0,Melgar,1.66,3.55,4.2
2025-08-09,406,1,772,0,Universitario,0,Sport Boys,1.3,4.6,9.17
2025-08-09,406,1,773,0,ADT,0,Sport Huancayo,2.3,3.25,2.75
2025-08-09,406,1,774,0,Ayacucho,0,Alianza Lima,3.8,3.47,1.82
2025-08-08,406,1,775,0,Comerciantes Unidos,0,Cienciano,3.24,3.13,2.3
2025-08-06,406,1,776,0,AtlÃ©tico Grau,0,Deportivo Garcilaso,1.5,3.95,6.71
2025-08-05,406,1,777,0,Alianza Lima,0,Sporting Cristal,2.07,3.18,3.53
2025-08-05,406,1,778,0,Melgar,0,Juan Pablo II College,1.22,6,11
2025-08-05,406,1,779,0,Alianza Universidad,0,Universitario,4.6,3.5,1.67
2025-08-04,406,1,780,0,Cienciano,0,Los Chankas,1.64,4.5,6.05
2025-08-04,406,1,781,0,Sport Boys,0,ADT,1.93,3.25,3.05
2025-08-04,406,1,782,0,UTC Cajamarca,0,Real Garcilaso,3,3.4,2.15
2025-08-03,406,1,783,0,Sport Huancayo,0,Ayacucho,1.66,3.64,5
2025-08-01,406,1,784,0,Deportivo Garcilaso,0,Cienciano,3.1,3.1,2.1
2025-08-01,406,1,785,0,Alianza AtlÃ©tico,0,Melgar,2.3,3.22,3.15
2025-08-01,406,1,786,0,Los Chankas,0,Comerciantes Unidos,1.77,3.28,4.45
2025-07-31,406,1,787,0,Universitario,0,AtlÃ©tico Grau,1.24,3.8,8.5
2025-07-31,406,1,788,0,Juan Pablo II College,0,Alianza Lima,7.5,4.2,1.46
2025-07-31,406,1,789,0,ADT,0,Alianza Universidad,1.63,3.8,5.25
2025-07-30,406,1,790,0,Sporting Cristal,0,Sport Huancayo,1.47,4,6.6
2025-07-30,406,1,791,0,Ayacucho,0,Sport Boys,1.98,3.09,3.9
2025-07-27,406,1,792,0,Alianza Lima,0,Alianza AtlÃ©tico,1.33,4.6,8
2025-07-27,406,1,793,0,Comerciantes Unidos,0,Deportivo Garcilaso,2.9,3.14,2.3
2025-07-27,406,1,794,0,Melgar,0,Real Garcilaso,1.6,3.75,4.75
2025-07-26,406,1,795,0,Cienciano,0,Universitario,2.25,3.05,2.32
2025-07-26,406,1,796,0,Sport Boys,0,Sporting Cristal,4.38,3.5,1.65
2025-07-26,406,1,797,0,Alianza Universidad,0,Ayacucho,1.75,3.5,4.5
2025-07-25,406,1,798,0,Deportivo Binacional,0,UTC Cajamarca,1.8,3.25,3.73
2025-07-25,406,1,799,0,Sport Huancayo,0,Juan Pablo II College,1.37,4.6,8.6
2025-07-20,406,1,800,0,Juan Pablo II College,0,Sport Boys,1.96,3.03,4.08
2025-07-20,406,1,801,0,Ayacucho,0,AtlÃ©tico Grau,2.61,3,2.88
2025-07-20,406,1,802,0,Sporting Cristal,0,Alianza Universidad,1.22,5.9,10.74
2025-07-19,406,1,803,0,Real Garcilaso,0,Alianza Lima,1.8,3.4,4.5
2025-07-19,406,1,804,0,ADT,0,Cienciano,2.15,3.2,3
2025-07-19,406,1,805,0,UTC Cajamarca,0,Melgar,3.25,3.2,1.95
2025-07-18,406,1,806,0,Universitario,0,Comerciantes Unidos,1.05,11,33
2025-07-18,406,1,807,0,Deportivo Garcilaso,0,Los Chankas,2.08,3.35,3.8
2025-07-18,406,1,808,0,Alianza AtlÃ©tico,0,Sport Huancayo,1.59,3.25,4.3
2025-07-13,406,1,809,0,Real Garcilaso,0,Sport Huancayo,1.96,3.15,4.08
2025-07-13,406,1,810,0,Juan Pablo II College,0,Alianza Universidad,1.98,3.42,3.6
2025-07-13,406,1,811,0,Ayacucho,0,Cienciano,3,3.36,2.18
2025-07-13,406,1,812,0,Sporting Cristal,0,AtlÃ©tico Grau,1.5,3.7,6.05
2025-07-12,406,1,813,0,Alianza AtlÃ©tico,0,Sport Boys,1.63,3.5,5.5
2025-07-12,406,1,814,0,Universitario,0,Los Chankas,1.08,8.75,26
2025-07-12,406,1,815,0,UTC Cajamarca,0,Alianza Lima,6.3,3.7,1.5
2025-07-12,406,1,816,0,Deportivo Binacional,0,Melgar,5.5,3.78,1.57
2025-07-11,406,1,817,0,ADT,0,Comerciantes Unidos,1.38,5,7.67
2025-07-06,406,1,818,0,Deportivo Garcilaso,0,Universitario,3.25,3.4,2.15
2025-07-06,406,1,819,0,Sport Boys,0,Real Garcilaso,1.91,3.45,3.4
2025-07-05,406,1,820,0,Alianza Lima,0,Deportivo Binacional,1.08,9.4,15
2025-07-05,406,1,821,0,Alianza Universidad,0,Alianza AtlÃ©tico,2.65,3,2.6
2025-07-05,406,1,822,0,Cienciano,0,Sporting Cristal,1.9,3.53,3.35
2025-07-05,406,1,823,0,Comerciantes Unidos,0,Ayacucho,1.95,3.2,3.05
2025-07-04,406,1,824,0,Los Chankas,0,ADT,2.52,3.25,2.6
2025-07-04,406,1,825,0,Sport Huancayo,0,UTC Cajamarca,1.5,4.18,6.25
2025-07-02,406,1,826,0,Juan Pablo II College,0,Melgar,4.42,3.1,1.99
2025-06-29,406,1,827,0,Real Garcilaso,0,Alianza Universidad,1.5,4.33,6
2025-06-29,406,1,828,0,Alianza AtlÃ©tico,0,AtlÃ©tico Grau,2.2,3,3.7
2025-06-29,406,1,829,0,Sporting Cristal,0,Comerciantes Unidos,1.18,7,13
2025-06-28,406,1,830,0,Melgar,0,Alianza Lima,1.83,3.25,4.5
2025-06-28,406,1,831,0,UTC Cajamarca,0,Sport Boys,2.2,3.2,3.3
2025-06-28,406,1,832,0,ADT,0,Deportivo Garcilaso,1.73,3.7,4.75
2025-06-27,406,1,833,0,Deportivo Binacional,0,Sport Huancayo,3.1,3.5,2.15
2025-06-27,406,1,834,0,Juan Pablo II College,0,Cienciano,2.1,3.2,3.3
2025-06-27,406,1,835,0,Ayacucho,0,Los Chankas,1.9,3.5,3.9
2025-06-25,406,1,836,0,AtlÃ©tico Grau,0,Universitario,7,3.5,1.57
2025-06-22,406,1,837,0,Cienciano,0,Alianza AtlÃ©tico,1.57,3.7,6.25
2025-06-22,406,1,838,0,Comerciantes Unidos,0,Juan Pablo II College,2.2,3.1,3.3
2025-06-22,406,1,839,0,Sport Boys,0,Deportivo Binacional,1.33,5,8.5
2025-06-21,406,1,840,0,Deportivo Garcilaso,0,Ayacucho,1.45,4.5,7
2025-06-21,406,1,841,0,Los Chankas,0,Sporting Cristal,3.1,3.4,2.2
2025-06-21,406,1,842,0,Sport Huancayo,0,Melgar,1.91,3.6,3.7
2025-06-20,406,1,843,0,Universitario,0,ADT,1.27,5.75,7.5
2025-06-20,406,1,844,0,Alianza Universidad,0,UTC Cajamarca,1.65,3.6,5.5
2025-06-19,406,1,845,0,AtlÃ©tico Grau,0,Real Garcilaso,1.7,3.5,5
2025-06-18,406,1,846,0,Comerciantes Unidos,0,Alianza Lima,8.5,5.5,1.29
2025-06-15,406,1,847,0,Deportivo Binacional,0,Alianza Universidad,2.25,3.6,2.88
2025-06-15,406,1,848,0,Ayacucho,0,Universitario,5.25,3.9,1.62
2025-06-15,406,1,849,0,Sporting Cristal,0,Deportivo Garcilaso,1.33,4.75,10
2025-06-14,406,1,850,0,Alianza Lima,0,Sport Huancayo,1.38,4.5,9
2025-06-14,406,1,851,0,Juan Pablo II College,0,Los Chankas,1.83,3.25,4.5
2025-06-14,406,1,852,0,Melgar,0,Sport Boys,1.25,5.5,10
2025-06-13,406,1,853,0,Real Garcilaso,0,Cienciano,2.5,3.4,2.75
2025-06-13,406,1,854,0,UTC Cajamarca,0,AtlÃ©tico Grau,2.88,2.9,2.6
2025-06-12,406,1,855,0,Alianza AtlÃ©tico,0,Comerciantes Unidos,1.36,4.5,9
2025-06-01,406,1,856,0,Los Chankas,0,Alianza AtlÃ©tico,1.95,3.25,3.9
2025-05-25,406,1,857,0,Deportivo Garcilaso,0,Juan Pablo II College,1.36,4.75,7
2025-05-25,406,1,858,0,ADT,0,Ayacucho,1.36,5,7.5
2025-05-24,406,1,859,0,Cienciano,0,UTC Cajamarca,1.33,4.75,8
2025-05-24,406,1,860,0,AtlÃ©tico Grau,0,Deportivo Binacional,1.29,5.5,9
2025-05-24,406,1,861,0,Comerciantes Unidos,0,Real Garcilaso,3,3.6,2.2
2025-05-23,406,1,862,0,Sport Boys,0,Alianza Lima,4.2,3.4,1.9
2025-05-23,406,1,863,0,Alianza Universidad,0,Melgar,3.3,3.2,2.15
2025-05-22,406,1,864,0,Universitario,0,Sporting Cristal,1.83,3.4,4.33
2025-05-19,406,1,865,0,Alianza Lima,0,Alianza Universidad,1.29,5,11
2025-05-19,406,1,866,0,Deportivo Binacional,0,Cienciano,3.4,3.4,2.1
2025-05-18,406,1,867,0,Melgar,0,AtlÃ©tico Grau,1.42,4.2,8
2025-05-18,406,1,868,0,Juan Pablo II College,0,Universitario,12,6,1.2
2025-05-18,406,1,869,0,Sport Huancayo,0,Sport Boys,1.53,4.2,5.75
2025-05-17,406,1,870,0,Real Garcilaso,0,Los Chankas,1.55,4.1,5.25
2025-05-17,406,1,871,0,Sporting Cristal,0,ADT,1.36,4.75,8
2025-05-17,406,1,872,0,UTC Cajamarca,0,Comerciantes Unidos,2,3.3,3.8
2025-05-16,406,1,873,0,Alianza AtlÃ©tico,0,Deportivo Garcilaso,1.75,3.3,4.75
2025-05-12,406,1,874,0,Alianza Universidad,0,Sport Huancayo,2.1,3.5,3
2025-05-11,406,1,875,0,Universitario,0,Alianza AtlÃ©tico,1.42,4.5,7
2025-05-11,406,1,876,0,Deportivo Garcilaso,0,Real Garcilaso,2.63,2.88,2.9
2025-05-11,406,1,877,0,ADT,0,Juan Pablo II College,1.33,5.25,7.5
2025-05-11,406,1,878,0,Los Chankas,0,UTC Cajamarca,1.7,3.5,4.75
2025-05-10,406,1,879,0,Cienciano,0,Melgar,2.88,3.2,2.5
2025-05-10,406,1,880,0,AtlÃ©tico Grau,0,Alianza Lima,5,3.5,1.7
2025-05-10,406,1,881,0,Ayacucho,0,Sporting Cristal,1.9,3.4,3.6
2025-05-09,406,1,882,0,Comerciantes Unidos,0,Deportivo Binacional,1.75,3.4,4.75
2025-05-04,406,1,883,0,Deportivo Binacional,0,Los Chankas,2.15,3.3,3.2
2025-05-04,406,1,884,0,Alianza AtlÃ©tico,0,ADT,2,3.3,3.6
2025-05-04,406,1,885,0,Sport Boys,0,Alianza Universidad,1.6,4,5.25
2025-05-03,406,1,886,0,Real Garcilaso,0,Universitario,2.55,3.1,2.8
2025-05-03,406,1,887,0,Juan Pablo II College,0,Ayacucho,1.75,3.7,4.33
2025-05-03,406,1,888,0,UTC Cajamarca,0,Deportivo Garcilaso,2.88,2.9,2.63
2025-05-02,406,1,889,0,Alianza Lima,0,Cienciano,1.3,4.75,10
2025-05-02,406,1,890,0,Sport Huancayo,0,AtlÃ©tico Grau,1.5,3.8,7
2025-05-01,406,1,891,0,Melgar,0,Comerciantes Unidos,1.2,6,13
2025-04-28,406,1,892,0,Cienciano,0,Sport Huancayo,2.2,3.3,3.1
2025-04-28,406,1,893,0,ADT,0,Real Garcilaso,2.1,3.3,3.4
