MatchDate,TournamentId,Round,MatchId,HomeTeamId,HomeTeamName,AwayTeamId,AwayTeamName,HomeWinOdds,DrawOdds,AwayWinOdds
2023-03-18,406,1,293,0,Cienciano,0,UniÃ³n Comercio,1.4,4.33,7
2023-03-18,406,1,294,0,UTC Cajamarca,0,Melgar,2.75,3.13,2.45
2023-03-18,406,1,295,0,Alianza AtlÃ©tico,0,Academia Cantolao,1.4,4.2,7.5
2023-03-17,406,1,296,0,Sport Boys,0,Deportivo Garcilaso,2.31,3.2,2.8
2023-03-13,406,1,297,0,Deportivo Binacional,0,Universitario,2.55,3.25,2.75
2023-03-12,406,1,298,0,Deportivo Garcilaso,0,Sporting Cristal,2.7,3.5,2.35
2023-03-12,406,1,299,0,Academia Cantolao,0,Cienciano,2.9,3.4,2.3
2023-03-12,406,1,300,0,AtlÃ©tico Grau,0,Deportivo Municipal,1.74,3.35,4.2
2023-03-12,406,1,301,0,UniÃ³n Comercio,0,Sport Huancayo,1.95,3.2,3.5
2023-03-11,406,1,302,0,Alianza Lima,0,Real Garcilaso,1.3,5,9
2023-03-10,406,1,303,0,ADT,0,Sport Boys,1.53,4.06,5.19
2023-03-06,406,1,304,0,Real Garcilaso,0,UniÃ³n Comercio,1.43,4.13,5.95
2023-03-06,406,1,305,0,Deportivo Municipal,0,Deportivo Garcilaso,2.21,2.97,3.07
2023-03-05,406,1,306,0,UTC Cajamarca,0,Alianza Lima,3,3.45,2.34
2023-03-05,406,1,307,0,Universitario,0,Melgar,2.36,3.35,3.05
2023-03-04,406,1,308,0,CÃ©sar Vallejo,0,Carlos Manucci,1.8,3.5,3.6
2023-03-04,406,1,309,0,Sporting Cristal,0,ADT,1.4,4.1,6.5
2023-03-04,406,1,310,0,Sport Huancayo,0,Academia Cantolao,1.36,4.33,7
2023-03-03,406,1,311,0,Sport Boys,0,Deportivo Binacional,2.05,3.25,3.3
2023-02-27,406,1,312,0,Academia Cantolao,0,Real Garcilaso,2.46,3.27,2.68
2023-02-26,406,1,313,0,Carlos Manucci,0,Universitario,3.05,3.15,2.01
2023-02-26,406,1,314,0,ADT,0,Deportivo Municipal,1.87,3.4,3.45
2023-02-26,406,1,315,0,UniÃ³n Comercio,0,UTC Cajamarca,2.38,3.3,2.63
2023-02-25,406,1,316,0,Deportivo Garcilaso,0,AtlÃ©tico Grau,1.81,3.54,4.24
2023-02-25,406,1,317,0,Alianza AtlÃ©tico,0,Sport Huancayo,2.2,3.1,3.15
2023-02-22,406,1,318,0,UTC Cajamarca,0,Academia Cantolao,1.56,3.62,5.25
2023-02-20,406,1,319,0,Deportivo Municipal,0,Deportivo Binacional,1.86,3.32,3.68
2023-02-19,406,1,320,0,Real Garcilaso,0,Alianza AtlÃ©tico,1.62,3.75,4.5
2023-02-19,406,1,321,0,Universitario,0,Alianza Lima,2.45,3.2,2.6
2023-02-19,406,1,322,0,AtlÃ©tico Grau,0,ADT,1.67,3.7,4.24
2023-02-18,406,1,323,0,Sport Boys,0,Carlos Manucci,2.3,3.3,2.75
2023-02-18,406,1,324,0,Sport Huancayo,0,Cienciano,2.31,3.2,3.06
2023-02-17,406,1,325,0,CÃ©sar Vallejo,0,UniÃ³n Comercio,1.59,4.04,5.1
2023-02-17,406,1,326,0,Sporting Cristal,0,Melgar,2.16,3.34,3.26
2023-02-13,406,1,327,0,Melgar,0,Deportivo Municipal,1.21,5.5,8.8
2023-02-12,406,1,328,0,Alianza Lima,0,Sport Boys,1.2,5.85,9.93
2023-02-12,406,1,329,0,Carlos Manucci,0,Sporting Cristal,4.18,3.85,1.65
2023-02-12,406,1,330,0,UniÃ³n Comercio,0,Universitario,3.26,3.35,2
2023-02-12,406,1,331,0,Alianza AtlÃ©tico,0,UTC Cajamarca,1.97,3.56,3.56
2023-02-11,406,1,332,0,ADT,0,Deportivo Garcilaso,1.43,3.98,4.83
2023-02-11,406,1,333,0,Deportivo Binacional,0,AtlÃ©tico Grau,1.79,3.6,3.75
2023-02-11,406,1,334,0,Academia Cantolao,0,CÃ©sar Vallejo,3.38,3.4,2.09
2023-02-10,406,1,335,0,Cienciano,0,Real Garcilaso,1.74,3.39,4.07
2023-02-07,406,1,336,0,Deportivo Municipal,0,Carlos Manucci,2.3,3.2,2.9
2023-02-06,406,1,337,0,CÃ©sar Vallejo,0,Alianza AtlÃ©tico,1.69,3.54,4.13
2023-02-06,406,1,338,0,Sport Boys,0,UniÃ³n Comercio,1.94,3.2,3.49
2023-02-05,406,1,339,0,Sporting Cristal,0,Alianza Lima,2.37,3.1,2.65
2023-02-04,406,1,340,0,Deportivo Garcilaso,0,Deportivo Binacional,2.06,3.25,3.2
2023-02-04,406,1,341,0,UTC Cajamarca,0,Cienciano,2.36,3.14,2.87
2023-02-04,406,1,342,0,Universitario,0,Academia Cantolao,1.43,4.47,7.11
2023-02-04,406,1,343,0,AtlÃ©tico Grau,0,Melgar,3.6,3.1,2
2023-02-03,406,1,344,0,Real Garcilaso,0,Sport Huancayo,2.12,3.04,3.14
2024-11-03,406,1,345,0,Melgar,0,Deportivo Garcilaso,1.22,6.25,10
2024-11-03,406,1,346,0,Alianza Lima,0,Real Garcilaso,1.09,9.5,23
2024-11-03,406,1,347,0,Los Chankas,0,Universitario,7.2,4.85,1.39
2024-11-03,406,1,348,0,Sporting Cristal,0,Comerciantes Unidos,1.11,7.1,15
2024-11-02,406,1,349,0,UTC Cajamarca,0,Sport Huancayo,1.38,4.25,8.05
2024-11-02,406,1,350,0,AtlÃ©tico Grau,0,CÃ©sar Vallejo,1.9,3.5,3.7
2024-11-02,406,1,351,0,Carlos Manucci,0,Alianza AtlÃ©tico,1.44,4.32,6.34
2024-11-01,406,1,352,0,ADT,0,Sport Boys,1.44,4.08,5.9
2024-10-31,406,1,353,0,Cienciano,0,UniÃ³n Comercio,1.01,10.75,30.81
2024-10-28,406,1,354,0,Real Garcilaso,0,AtlÃ©tico Grau,1.63,3.82,5.15
2024-10-28,406,1,355,0,Comerciantes Unidos,0,ADT,3.2,3.6,2.1
2024-10-28,406,1,356,0,Alianza AtlÃ©tico,0,Los Chankas,1.64,3.76,5.15
2024-10-27,406,1,357,0,Universitario,0,Cienciano,1.22,5,10.06
2024-10-27,406,1,358,0,Sport Huancayo,0,Melgar,3.43,3.43,1.93
2024-10-27,406,1,359,0,UniÃ³n Comercio,0,Sporting Cristal,7.21,4.46,1.32
2024-10-27,406,1,360,0,Sport Boys,0,UTC Cajamarca,1.73,3.28,4.42
2024-10-26,406,1,361,0,CÃ©sar Vallejo,0,Carlos Manucci,1.47,3.63,5.45
2024-10-26,406,1,362,0,Deportivo Garcilaso,0,Alianza Lima,3.75,3.14,2.03
2024-10-24,406,1,363,0,Comerciantes Unidos,0,Sport Boys,2.05,3.3,3.65
2024-10-23,406,1,364,0,Sporting Cristal,0,Universitario,2.68,2.58,3.16
2024-10-23,406,1,365,0,Carlos Manucci,0,Real Garcilaso,2.56,3.64,2.42
2024-10-23,406,1,366,0,Cienciano,0,Alianza AtlÃ©tico,1.55,3.51,5.95
2024-10-23,406,1,367,0,ADT,0,UniÃ³n Comercio,1.34,4.96,7.83
2024-10-22,406,1,368,0,Alianza Lima,0,Sport Huancayo,1.19,6.13,12.96
2024-10-22,406,1,369,0,Melgar,0,UTC Cajamarca,1.2,5.97,13.36
2024-10-22,406,1,370,0,Los Chankas,0,CÃ©sar Vallejo,1.8,3.49,4.23
2024-10-22,406,1,371,0,AtlÃ©tico Grau,0,Deportivo Garcilaso,1.67,3.67,4.87
2024-10-19,406,1,372,0,Universitario,0,ADT,1.28,5,8.5
2024-10-19,406,1,373,0,Alianza AtlÃ©tico,0,Sporting Cristal,3.5,3.58,1.98
2024-10-18,406,1,374,0,Deportivo Garcilaso,0,Carlos Manucci,1.5,3.95,6.08
2024-10-18,406,1,375,0,CÃ©sar Vallejo,0,Cienciano,1.72,3.6,4.75
2024-10-18,406,1,376,0,UTC Cajamarca,0,Alianza Lima,3.88,3.19,1.8
2024-10-18,406,1,377,0,Sport Boys,0,Melgar,3.6,2.95,2.2
2024-10-17,406,1,378,0,Sport Huancayo,0,AtlÃ©tico Grau,1.9,3.25,4.15
2024-10-17,406,1,379,0,Real Garcilaso,0,Los Chankas,1.4,4.5,7.25
2024-10-17,406,1,380,0,UniÃ³n Comercio,0,Comerciantes Unidos,2.12,3.3,3.08
2024-09-30,406,1,381,0,AtlÃ©tico Grau,0,UTC Cajamarca,1.62,3.55,5.01
2024-09-29,406,1,382,0,Comerciantes Unidos,0,Universitario,7.5,4.5,1.42
2024-09-29,406,1,383,0,Carlos Manucci,0,Sport Huancayo,2.1,3.5,3.3
2024-09-29,406,1,384,0,Los Chankas,0,Deportivo Garcilaso,1.9,3.3,4.2
2024-09-29,406,1,385,0,Sporting Cristal,0,CÃ©sar Vallejo,1.39,4.33,6.3
2024-09-28,406,1,386,0,Alianza Lima,0,Melgar,1.67,3.5,5.75
2024-09-28,406,1,387,0,Cienciano,0,Real Garcilaso,2.6,2.9,2.5
2024-09-28,406,1,388,0,ADT,0,Alianza AtlÃ©tico,1.55,3.9,6
2024-09-27,406,1,389,0,UniÃ³n Comercio,0,Sport Boys,2.8,3,2.4
2024-09-24,406,1,390,0,UTC Cajamarca,0,Carlos Manucci,1.55,3.79,5.25
2024-09-23,406,1,391,0,Melgar,0,AtlÃ©tico Grau,1.38,4.47,7.91
2024-09-23,406,1,392,0,Sport Huancayo,0,Los Chankas,1.78,3.43,4.06
2024-09-23,406,1,393,0,Alianza AtlÃ©tico,0,Comerciantes Unidos,1.49,4.05,6.29
2024-09-22,406,1,394,0,CÃ©sar Vallejo,0,ADT,2.16,3.23,3.29
2024-09-22,406,1,395,0,Universitario,0,UniÃ³n Comercio,1.09,9.41,22.1
2024-09-22,406,1,396,0,Real Garcilaso,0,Sporting Cristal,2.04,3.33,3.22
2024-09-21,406,1,397,0,Sport Boys,0,Alianza Lima,4.44,3.34,1.73
2024-09-21,406,1,398,0,Deportivo Garcilaso,0,Cienciano,2.06,3.23,3.54
2024-09-19,406,1,399,0,Carlos Manucci,0,Melgar,5.37,3.62,1.57
2024-09-19,406,1,400,0,Los Chankas,0,UTC Cajamarca,1.59,3.88,4.69
2024-09-19,406,1,401,0,UniÃ³n Comercio,0,Alianza AtlÃ©tico,2.46,3.13,2.84
2024-09-18,406,1,402,0,Universitario,0,Sport Boys,1.27,5.21,10.25
2024-09-18,406,1,403,0,Cienciano,0,Sport Huancayo,2.01,3.23,3.7
2024-09-18,406,1,404,0,Comerciantes Unidos,0,CÃ©sar Vallejo,2.36,3.08,2.79
2024-09-18,406,1,405,0,AtlÃ©tico Grau,0,Alianza Lima,3.39,2.89,2.17
2024-09-17,406,1,406,0,ADT,0,Real Garcilaso,1.78,3.6,3.8
2024-09-17,406,1,407,0,Sporting Cristal,0,Deportivo Garcilaso,1.28,5.25,7
2024-09-15,406,1,408,0,Melgar,0,Los Chankas,1.22,5.13,8.38
2024-09-15,406,1,409,0,Alianza AtlÃ©tico,0,Universitario,3.7,3.1,2.1
2024-09-14,406,1,410,0,Alianza Lima,0,Carlos Manucci,1.17,7,13
2024-09-14,406,1,411,0,Sport Huancayo,0,Sporting Cristal,2.6,3.3,2.5
2024-09-14,406,1,412,0,Sport Boys,0,AtlÃ©tico Grau,2.5,3.1,2.63
2024-09-14,406,1,413,0,Real Garcilaso,0,Comerciantes Unidos,1.29,4.75,10
2024-09-13,406,1,414,0,CÃ©sar Vallejo,0,UniÃ³n Comercio,1.4,4.33,7
2024-09-13,406,1,415,0,Deportivo Garcilaso,0,ADT,2.4,3.2,2.8
2024-09-13,406,1,416,0,UTC Cajamarca,0,Cienciano,2.2,3.2,3.1
2024-09-07,406,1,417,0,Melgar,0,Comerciantes Unidos,1.15,6.5,12
2024-09-01,406,1,418,0,UniÃ³n Comercio,0,AtlÃ©tico Grau,2.62,3.1,2.5
2024-08-26,406,1,419,0,Carlos Manucci,0,AtlÃ©tico Grau,2.7,3.1,2.4
2024-08-26,406,1,420,0,UniÃ³n Comercio,0,Real Garcilaso,2.6,2.95,2.6
2024-08-25,406,1,421,0,Cienciano,0,Melgar,3.23,3.12,2.09
2024-08-25,406,1,422,0,Comerciantes Unidos,0,Deportivo Garcilaso,3,3.17,2.17
2024-08-25,406,1,423,0,ADT,0,Sport Huancayo,1.59,3.65,4.85
2024-08-25,406,1,424,0,Sporting Cristal,0,UTC Cajamarca,1.24,5.25,8.85
2024-08-24,406,1,425,0,Universitario,0,CÃ©sar Vallejo,1.31,4.37,8.45
2024-08-24,406,1,426,0,Los Chankas,0,Alianza Lima,2.97,3.23,2.16
2024-08-24,406,1,427,0,Alianza AtlÃ©tico,0,Sport Boys,1.94,3.32,4.46
2024-08-21,406,1,428,0,Melgar,0,Sporting Cristal,1.6,3.95,5.02
2024-08-21,406,1,429,0,Deportivo Garcilaso,0,UniÃ³n Comercio,1.4,4.42,6.21
2024-08-21,406,1,430,0,AtlÃ©tico Grau,0,Los Chankas,1.53,3.86,5.33
2024-08-21,406,1,431,0,Sport Boys,0,Carlos Manucci,1.66,3.54,4.65
2024-08-20,406,1,432,0,Alianza Lima,0,Cienciano,1.27,5.32,10.26
2024-08-20,406,1,433,0,Real Garcilaso,0,Universitario,2.88,3,2.51
2024-08-20,406,1,434,0,Sport Huancayo,0,Comerciantes Unidos,1.44,4.12,6.03
2024-08-20,406,1,435,0,UTC Cajamarca,0,ADT,2.94,3.22,2.34
2024-08-19,406,1,436,0,CÃ©sar Vallejo,0,Alianza AtlÃ©tico,1.88,3.32,4.06
2024-08-18,406,1,437,0,Los Chankas,0,Carlos Manucci,1.48,4,5.75
2024-08-17,406,1,438,0,Sporting Cristal,0,Alianza Lima,2.2,3.1,3
2024-08-17,406,1,439,0,Cienciano,0,AtlÃ©tico Grau,1.78,3.3,4.2
2024-08-17,406,1,440,0,UniÃ³n Comercio,0,Sport Huancayo,2,3.1,3.5
2024-08-16,406,1,441,0,Universitario,0,Deportivo Garcilaso,1.13,6.7,14
2024-08-16,406,1,442,0,CÃ©sar Vallejo,0,Sport Boys,2,3.2,3.4
2024-08-16,406,1,443,0,ADT,0,Melgar,2.4,3,2.7
2024-08-15,406,1,444,0,Comerciantes Unidos,0,UTC Cajamarca,2.25,3.19,3.12
2024-08-15,406,1,445,0,Alianza AtlÃ©tico,0,Real Garcilaso,2.14,2.98,3.37
2024-08-11,406,1,446,0,Real Garcilaso,0,CÃ©sar Vallejo,1.5,3.78,5.72
2024-08-11,406,1,447,0,Sport Huancayo,0,Universitario,3.06,3.07,2.23
2024-08-11,406,1,448,0,Carlos Manucci,0,Cienciano,2.1,3,3.3
2024-08-11,406,1,449,0,AtlÃ©tico Grau,0,Sporting Cristal,2.62,3.3,2.38
2024-08-10,406,1,450,0,Alianza Lima,0,ADT,1.41,3.93,6.9
2024-08-10,406,1,451,0,Deportivo Garcilaso,0,Alianza AtlÃ©tico,1.47,3.86,5.97
2024-08-10,406,1,452,0,Sport Boys,0,Los Chankas,1.67,3.6,4.5
2024-08-09,406,1,453,0,UTC Cajamarca,0,UniÃ³n Comercio,1.57,3.6,5.25
2024-08-05,406,1,454,0,Real Garcilaso,0,Sport Boys,1.34,4.23,7.85
2024-08-05,406,1,455,0,Alianza AtlÃ©tico,0,Sport Huancayo,1.77,3.33,4.24
2024-08-04,406,1,456,0,Universitario,0,UTC Cajamarca,1.16,5.42,10.64
2024-08-04,406,1,457,0,ADT,0,AtlÃ©tico Grau,1.68,3.45,4.59
2024-08-04,406,1,458,0,UniÃ³n Comercio,0,Melgar,4.44,3.4,1.66
2024-08-04,406,1,459,0,Sporting Cristal,0,Carlos Manucci,1.18,6.26,10.65
2024-08-03,406,1,460,0,CÃ©sar Vallejo,0,Deportivo Garcilaso,1.73,3.41,4.38
2024-08-03,406,1,461,0,Cienciano,0,Los Chankas,1.84,3.53,3.65
2024-08-03,406,1,462,0,Comerciantes Unidos,0,Alianza Lima,4.92,3.66,1.6
2024-08-01,406,1,463,0,UTC Cajamarca,0,Alianza AtlÃ©tico,1.56,3.65,6.16
2024-07-31,406,1,464,0,Melgar,0,Universitario,1.91,2.99,4.09
2024-07-31,406,1,465,0,Carlos Manucci,0,ADT,3.56,3.05,2.04
2024-07-31,406,1,466,0,Los Chankas,0,Sporting Cristal,2.8,3.46,2.19
2024-07-31,406,1,467,0,AtlÃ©tico Grau,0,Comerciantes Unidos,1.37,4.42,6.9
2024-07-30,406,1,468,0,Alianza Lima,0,UniÃ³n Comercio,1.15,6.43,12.49
2024-07-30,406,1,469,0,Sport Huancayo,0,CÃ©sar Vallejo,1.74,3.43,4.27
2024-07-30,406,1,470,0,Sport Boys,0,Cienciano,2.06,3.16,3.34
2024-07-29,406,1,471,0,Deportivo Garcilaso,0,Real Garcilaso,1.68,3.08,4.01
2024-07-27,406,1,472,0,ADT,0,Los Chankas,1.44,4.33,5.5
2024-07-27,406,1,473,0,Sporting Cristal,0,Cienciano,1.33,5,6.5
2024-07-26,406,1,474,0,Universitario,0,Alianza Lima,1.88,3.1,4
2024-07-26,406,1,475,0,Deportivo Garcilaso,0,Sport Boys,1.53,3.8,5.25
2024-07-26,406,1,476,0,Comerciantes Unidos,0,Carlos Manucci,1.73,3.5,4.2
2024-07-25,406,1,477,0,CÃ©sar Vallejo,0,UTC Cajamarca,1.48,4.03,5.62
2024-07-25,406,1,478,0,Real Garcilaso,0,Sport Huancayo,1.74,3.83,4.1
2024-07-25,406,1,479,0,Alianza AtlÃ©tico,0,Melgar,3.79,3.19,1.91
2024-07-21,406,1,480,0,Cienciano,0,ADT,2.13,3.2,3.05
2024-07-21,406,1,481,0,Sporting Cristal,0,Sport Boys,1.28,4.87,7.9
2024-07-21,406,1,482,0,Carlos Manucci,0,UniÃ³n Comercio,1.78,3.43,3.9
2024-07-21,406,1,483,0,AtlÃ©tico Grau,0,Universitario,3.2,3.33,2.01
2024-07-20,406,1,484,0,Alianza Lima,0,Alianza AtlÃ©tico,1.18,5.78,12.3
2024-07-20,406,1,485,0,Melgar,0,CÃ©sar Vallejo,1.29,4.78,7.85
2024-07-20,406,1,486,0,Los Chankas,0,Comerciantes Unidos,1.55,4,5.7
2024-07-19,406,1,487,0,Sport Huancayo,0,Deportivo Garcilaso,1.91,3.25,3.4
2024-07-19,406,1,488,0,UTC Cajamarca,0,Real Garcilaso,2.25,3,2.9
2024-07-14,406,1,489,0,Real Garcilaso,0,Melgar,3,3.2,2.2
2024-07-14,406,1,490,0,Sport Boys,0,Sport Huancayo,1.83,3.1,4.2
2024-07-14,406,1,491,0,Alianza AtlÃ©tico,0,AtlÃ©tico Grau,2.3,3.1,2.9
2024-07-13,406,1,492,0,Universitario,0,Carlos Manucci,1.11,8,20
2024-07-13,406,1,493,0,CÃ©sar Vallejo,0,Alianza Lima,3.6,3.15,2.08
2024-07-13,406,1,494,0,Comerciantes Unidos,0,Cienciano,2.88,3.25,2.38
2024-07-12,406,1,495,0,Deportivo Garcilaso,0,UTC Cajamarca,1.6,3.75,4.57
2024-07-12,406,1,496,0,ADT,0,Sporting Cristal,2.44,3.12,2.44
2024-07-12,406,1,497,0,UniÃ³n Comercio,0,Los Chankas,1.91,3.2,3.65
2024-05-27,406,1,498,0,UniÃ³n Comercio,0,Cienciano,2.35,3.2,3.1
2024-05-26,406,1,499,0,Sport Boys,0,ADT,2.45,3.2,2.8
2024-05-26,406,1,500,0,Alianza AtlÃ©tico,0,Carlos Manucci,1.62,3.7,5.5
2024-05-25,406,1,501,0,Deportivo Garcilaso,0,Melgar,3.5,3.2,2.1
2024-05-25,406,1,502,0,Comerciantes Unidos,0,Sporting Cristal,6.5,4.5,1.45
2024-05-25,406,1,503,0,Universitario,0,Los Chankas,1.1,8,21
2024-05-25,406,1,504,0,Sport Huancayo,0,UTC Cajamarca,1.62,4,5
2024-05-24,406,1,505,0,CÃ©sar Vallejo,0,AtlÃ©tico Grau,1.95,3.2,4
2024-05-24,406,1,506,0,Real Garcilaso,0,Alianza Lima,2.6,3.1,2.6
2024-05-20,406,1,507,0,Cienciano,0,Universitario,2.63,3.25,2.55
2024-05-20,406,1,508,0,UTC Cajamarca,0,Sport Boys,1.59,3.66,5.73
2024-05-19,406,1,509,0,Alianza Lima,0,Deportivo Garcilaso,1.28,4.8,8.5
2024-05-19,406,1,510,0,Carlos Manucci,0,CÃ©sar Vallejo,2.69,3.28,2.55
2024-05-19,406,1,511,0,Los Chankas,0,Alianza AtlÃ©tico,1.64,3.4,4.82
2024-05-19,406,1,512,0,ADT,0,Comerciantes Unidos,1.43,3.85,5.57
2024-05-18,406,1,513,0,Melgar,0,Sport Huancayo,1.29,4.7,8.05
2024-05-18,406,1,514,0,Sporting Cristal,0,UniÃ³n Comercio,1.17,6.5,11
2024-05-17,406,1,515,0,AtlÃ©tico Grau,0,Real Garcilaso,1.82,3.38,4.29
2024-05-13,406,1,516,0,Alianza AtlÃ©tico,0,Cienciano,2.1,3.2,3.6
2024-05-12,406,1,517,0,Universitario,0,Sporting Cristal,1.95,3.25,3.5
2024-05-12,406,1,518,0,Deportivo Garcilaso,0,AtlÃ©tico Grau,1.65,3.25,4.5
2024-05-12,406,1,519,0,UTC Cajamarca,0,Melgar,3.74,3.36,1.98
2024-05-11,406,1,520,0,CÃ©sar Vallejo,0,Los Chankas,1.58,4,5.2
2024-05-11,406,1,521,0,Sport Huancayo,0,Alianza Lima,2.4,3.16,2.97
2024-05-11,406,1,522,0,Real Garcilaso,0,Carlos Manucci,1.41,4.17,6.3
2024-05-11,406,1,523,0,Sport Boys,0,Comerciantes Unidos,1.7,3.75,4.65
2024-05-10,406,1,524,0,UniÃ³n Comercio,0,ADT,2.71,3.32,2.51
2024-05-06,406,1,525,0,AtlÃ©tico Grau,0,Sport Huancayo,1.5,3.77,5.95
2024-05-05,406,1,526,0,Melgar,0,Sport Boys,1.2,6,13
2024-05-05,406,1,527,0,Sporting Cristal,0,Alianza AtlÃ©tico,1.1,9,16
2024-05-04,406,1,528,0,Comerciantes Unidos,0,UniÃ³n Comercio,1.7,3.8,4.5
2024-05-04,406,1,529,0,Carlos Manucci,0,Deportivo Garcilaso,2.15,3.4,3.2
2024-05-04,406,1,530,0,Los Chankas,0,Real Garcilaso,2.08,3.45,3.25
2024-05-03,406,1,531,0,Alianza Lima,0,UTC Cajamarca,1.22,4.65,9.67
2024-05-03,406,1,532,0,Cienciano,0,CÃ©sar Vallejo,1.57,3.46,4.68
2024-05-03,406,1,533,0,ADT,0,Universitario,2.88,3.07,2.14
2024-04-29,406,1,534,0,CÃ©sar Vallejo,0,Sporting Cristal,3.75,3.5,1.95
2024-04-28,406,1,535,0,Universitario,0,Comerciantes Unidos,1.17,7,12
2024-04-28,406,1,536,0,Deportivo Garcilaso,0,Los Chankas,1.57,4,5.25
2024-04-28,406,1,537,0,Melgar,0,Alianza Lima,1.94,3.15,3.24
2024-04-28,406,1,538,0,Alianza AtlÃ©tico,0,ADT,2.3,2.99,2.7
2024-04-27,406,1,539,0,Real Garcilaso,0,Cienciano,2.25,3.05,2.72
2024-04-27,406,1,540,0,UTC Cajamarca,0,AtlÃ©tico Grau,1.88,3.13,3.48
2024-04-27,406,1,541,0,Sport Boys,0,UniÃ³n Comercio,1.62,3.6,6
2024-04-26,406,1,542,0,Sport Huancayo,0,Carlos Manucci,1.4,4.5,7
2024-04-23,406,1,543,0,Comerciantes Unidos,0,Alianza AtlÃ©tico,1.98,3.15,3.15
2024-04-21,406,1,544,0,AtlÃ©tico Grau,0,Melgar,2.48,3,2.48
2024-04-21,406,1,545,0,Sporting Cristal,0,Real Garcilaso,1.34,4.12,6.68
2024-04-20,406,1,546,0,Carlos Manucci,0,UTC Cajamarca,2.1,3.3,3.2
2024-04-20,406,1,547,0,ADT,0,CÃ©sar Vallejo,2,3.25,3.75
2024-04-20,406,1,548,0,Los Chankas,0,Sport Huancayo,2.38,3.3,2.88
2024-04-19,406,1,549,0,Cienciano,0,Deportivo Garcilaso,1.66,3.48,4.01
2024-04-19,406,1,550,0,UniÃ³n Comercio,0,Universitario,5,4.33,1.53
2024-04-18,406,1,551,0,Alianza Lima,0,Sport Boys,1.25,5.5,11
2024-04-15,406,1,552,0,Deportivo Garcilaso,0,Sporting Cristal,3.75,3.6,1.91
2024-04-15,406,1,553,0,UTC Cajamarca,0,Los Chankas,1.91,3.5,3.75
2024-04-14,406,1,554,0,Alianza Lima,0,AtlÃ©tico Grau,1.31,4.02,7.68
2024-04-14,406,1,555,0,Real Garcilaso,0,ADT,1.91,3.6,3.6
2024-04-14,406,1,556,0,CÃ©sar Vallejo,0,Comerciantes Unidos,1.67,3.6,5
2024-04-13,406,1,557,0,Sport Boys,0,Universitario,6,3.75,1.57
2024-04-13,406,1,558,0,Melgar,0,Carlos Manucci,1.21,4.77,9.41
2024-04-13,406,1,559,0,Alianza AtlÃ©tico,0,UniÃ³n Comercio,1.73,3.5,5
2024-04-12,406,1,560,0,Sport Huancayo,0,Cienciano,2,3.4,3.6
2024-04-08,406,1,561,0,Comerciantes Unidos,0,Real Garcilaso,2.09,3.07,2.97
2024-04-07,406,1,562,0,Sporting Cristal,0,Sport Huancayo,1.33,4.5,9
2024-04-07,406,1,563,0,ADT,0,Deportivo Garcilaso,1.65,3.43,4.15
2024-04-06,406,1,564,0,Cienciano,0,UTC Cajamarca,1.35,4.02,6.6
2024-04-06,406,1,565,0,Carlos Manucci,0,Alianza Lima,3.28,3.19,1.91
2024-04-06,406,1,566,0,UniÃ³n Comercio,0,CÃ©sar Vallejo,2.18,3.11,2.78
2024-04-06,406,1,567,0,Los Chankas,0,Melgar,3.12,3.02,2.05
2024-04-05,406,1,568,0,Universitario,0,Alianza AtlÃ©tico,1.17,5.27,10.39
2024-04-05,406,1,569,0,AtlÃ©tico Grau,0,Sport Boys,1.53,4,5.5
2024-03-31,406,1,570,0,UTC Cajamarca,0,Sporting Cristal,4.33,3.6,1.8
2024-03-31,406,1,571,0,Sport Boys,0,Alianza AtlÃ©tico,1.75,4,4.2
2024-03-31,406,1,572,0,Sport Huancayo,0,ADT,2.1,3.75,2.8
2024-03-30,406,1,573,0,CÃ©sar Vallejo,0,Universitario,3.75,3.4,1.95
2024-03-30,406,1,574,0,Melgar,0,Cienciano,1.67,4,4.75
2024-03-30,406,1,575,0,AtlÃ©tico Grau,0,Carlos Manucci,1.56,3.6,4.52
2024-03-29,406,1,576,0,Real Garcilaso,0,UniÃ³n Comercio,1.5,4,7
2024-03-28,406,1,577,0,Alianza Lima,0,Los Chankas,1.31,4.26,6.99
2024-03-28,406,1,578,0,Deportivo Garcilaso,0,Comerciantes Unidos,1.62,3.75,5.5
2024-03-16,406,1,579,0,ADT,0,UTC Cajamarca,1.72,3.25,3.99
2024-03-15,406,1,580,0,Los Chankas,0,AtlÃ©tico Grau,1.56,3.51,4.65
2024-03-15,406,1,581,0,UniÃ³n Comercio,0,Deportivo Garcilaso,1.97,3.03,3.31
2024-03-14,406,1,582,0,Carlos Manucci,0,Sport Boys,2.1,3.01,3.01
2024-03-14,406,1,583,0,Comerciantes Unidos,0,Sport Huancayo,3.01,3.01,2.1
2024-03-14,406,1,584,0,Alianza AtlÃ©tico,0,CÃ©sar Vallejo,2.38,3.2,2.88
2024-03-13,406,1,585,0,Sporting Cristal,0,Melgar,1.57,3.51,4.54
2024-03-13,406,1,586,0,Cienciano,0,Alianza Lima,2.05,3.18,2.96
2024-03-12,406,1,587,0,Universitario,0,Real Garcilaso,1.25,4.61,9.47
2024-03-10,406,1,588,0,Sport Huancayo,0,UniÃ³n Comercio,1.24,5.45,12
2024-03-10,406,1,589,0,Sport Boys,0,CÃ©sar Vallejo,2.22,3.35,3.05
2024-03-09,406,1,590,0,Alianza Lima,0,Sporting Cristal,2.38,3.35,2.82
