Date,HomeTeam,HomeForm,AwayTeam,AwayForm,HomeScore,AwayScore,HomeOdds,DrawOdds,AwayOdds
2025-03-29,Sporting Cristal,1.74,Deportivo Binacional,1.00,5,0,1.11,7.50,17.00
2025-03-29,ADT,1.40,Alianza Lima,1.89,3,0,1.48,3.90,6.00
2025-03-28,Universitario,2.26,Sport Huancayo,1.37,3,1,1.27,4.75,12.00
2025-03-28,Alianza Atlético,1.63,Real Garcilaso,1.97,2,4,1.67,3.30,5.00
2025-03-27,Ayacucho,0.83,Melgar,1.60,2,3,5.00,3.70,1.57
2025-03-27,Comerciantes Unidos,1.06,Atlético Grau,1.09,2,2,3.10,3.10,2.25
2025-03-23,Los Chankas,1.43,Cienciano,1.43,0,0,2.55,3.40,2.60
2025-03-10,Deportivo Binacional,1.00,Juan Pablo II College,0.94,2,0,1.30,5.00,10.00
2025-03-10,Atlético Grau,1.09,Los Chankas,1.43,2,1,1.38,4.33,8.00
2025-03-09,Cienciano,1.43,Comerciantes Unidos,1.06,3,2,1.40,5.00,6.00
2025-03-09,Sport Boys,1.03,Universitario,2.26,0,2,6.50,4.10,1.48
2025-03-08,Melgar,1.60,Sporting Cristal,1.74,1,0,1.75,3.80,4.00
2025-03-08,Sport Huancayo,1.37,ADT,1.40,2,1,2.15,3.20,3.50
2025-03-08,UTC Cajamarca,0.92,Alianza Atlético,1.63,0,0,2.20,2.90,3.50
2025-03-07,Alianza Lima,1.89,Ayacucho,0.83,2,0,1.22,5.75,12.00
2025-03-07,Alianza Universidad,0.80,Deportivo Garcilaso,1.49,0,0,2.20,3.40,3.10
2025-03-02,Universitario,2.26,Alianza Universidad,0.80,4,0,1.18,6.25,15.00
2025-03-02,Ayacucho,0.83,Sport Huancayo,1.37,1,1,2.63,3.50,2.45
2025-03-01,Sporting Cristal,1.74,Alianza Lima,1.89,1,2,1.85,3.40,4.50
2025-03-01,Alianza Atlético,1.63,Deportivo Binacional,1.00,4,1,1.42,4.00,8.00
2025-03-01,Real Garcilaso,1.97,UTC Cajamarca,0.92,1,1,1.38,4.33,8.50
2025-02-28,Deportivo Garcilaso,1.49,Atlético Grau,1.09,2,0,1.73,3.50,5.00
2025-02-27,ADT,1.40,Sport Boys,1.03,2,2,1.44,4.50,6.50
2025-02-24,Deportivo Binacional,1.00,Real Garcilaso,1.97,1,2,2.25,3.30,3.10
2025-02-23,Melgar,1.60,Alianza Atlético,1.63,2,1,1.33,4.75,8.50
2025-02-23,Alianza Universidad,0.80,ADT,1.40,2,3,2.20,3.20,3.25
2025-02-22,Cienciano,1.43,Deportivo Garcilaso,1.49,2,3,2.45,3.20,2.80
2025-02-22,Sport Huancayo,1.37,Sporting Cristal,1.74,1,1,2.50,3.40,2.63
2025-02-22,Sport Boys,1.03,Ayacucho,0.83,2,1,1.67,3.80,4.75
2025-02-22,Comerciantes Unidos,1.06,Los Chankas,1.43,1,1,2.25,3.20,3.20
2025-02-21,Alianza Lima,1.89,Juan Pablo II College,0.94,1,0,1.20,5.50,11.00
2025-02-17,Ayacucho,0.83,Alianza Universidad,0.80,3,2,2.60,2.88,2.90
2025-02-16,Deportivo Garcilaso,1.49,Comerciantes Unidos,1.06,2,1,1.30,5.25,9.00
2025-02-16,Juan Pablo II College,0.94,Sport Huancayo,1.37,0,1,2.80,3.10,2.60
2025-02-16,Sporting Cristal,1.74,Sport Boys,1.03,2,1,1.38,4.33,8.00
2025-02-15,Universitario,2.26,Cienciano,1.43,3,2,1.25,5.00,15.00
2025-02-15,Alianza Atlético,1.63,Alianza Lima,1.89,3,1,5.25,3.40,1.70
2025-02-15,ADT,1.40,Atlético Grau,1.09,4,3,1.67,3.70,5.25
2025-02-15,UTC Cajamarca,0.92,Deportivo Binacional,1.00,0,4,1.67,3.50,5.50
2025-02-14,Real Garcilaso,1.97,Melgar,1.60,0,1,2.80,3.30,2.40
2025-02-10,Los Chankas,1.43,Deportivo Garcilaso,1.49,2,2,2.70,3.10,2.70
2025-02-09,Cienciano,1.43,ADT,1.40,2,2,2.00,3.50,3.50
2025-02-09,Comerciantes Unidos,1.06,Universitario,2.26,1,1,7.00,3.40,1.57
2025-02-09,Sport Boys,1.03,Juan Pablo II College,0.94,1,0,1.57,4.10,5.25
2025-02-09,Alianza Universidad,0.80,Sporting Cristal,1.74,2,2,4.33,3.40,1.90
2025-02-08,Alianza Lima,1.89,Real Garcilaso,1.97,3,0,1.38,4.50,8.00
2025-02-08,Atlético Grau,1.09,Ayacucho,0.83,1,0,1.33,5.25,8.00
2025-02-08,Melgar,1.60,UTC Cajamarca,0.92,3,0,1.17,7.00,12.00
2025-02-07,Sport Huancayo,1.37,Alianza Atlético,1.63,2,1,1.50,4.00,6.50
